😀	fytyrë, fytyrë e zgërdheshur, zgërdheshje, zgërdhihem
🧏🏿	dëgjim, i shurdhër, nuancë lëkure e errët, person i shurdhër, person i shurdhër: nuancë lëkure e errët, qasshmëri, vesh
🧏‍♂	burrë, burrë i shurdhër, i shurdhër
🧏🏻‍♂	burrë, burrë i shurdhër, burrë i shurdhër: nuancë lëkure e çelët, i shurdhër, nuancë lëkure e çelët
🧏🏼‍♂	burrë, burrë i shurdhër, burrë i shurdhër: nuancë lëkure gjysmë e çelët, i shurdhër, nuancë lëkure gjysmë e çelët
🧏🏽‍♂	burrë, burrë i shurdhër, burrë i shurdhër: nuancë lëkure zeshkane, i shurdhër, nuancë lëkure zeshkane
🧏🏾‍♂	burrë, burrë i shurdhër, burrë i shurdhër: nuancë lëkure gjysmë e errët, i shurdhër, nuancë lëkure gjysmë e errët
🧏🏿‍♂	burrë, burrë i shurdhër, burrë i shurdhër: nuancë lëkure e errët, i shurdhër, nuancë lëkure e errët
🧏‍♀	e shurdhër, grua, grua e shurdhër
🧏🏻‍♀	e shurdhër, grua, grua e shurdhër, grua e shurdhër: nuancë lëkure e çelët, nuancë lëkure e çelët
🧏🏼‍♀	e shurdhër, grua, grua e shurdhër, grua e shurdhër: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
🧏🏽‍♀	e shurdhër, grua, grua e shurdhër, grua e shurdhër: nuancë lëkure zeshkane, nuancë lëkure zeshkane
🧏🏾‍♀	e shurdhër, grua, grua e shurdhër, grua e shurdhër: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
🧏🏿‍♀	e shurdhër, grua, grua e shurdhër, grua e shurdhër: nuancë lëkure e errët, nuancë lëkure e errët
🙇	falje, gjest, njeri i përkulur, përkulje, shfajësim
🙇🏻	falje, gjest, njeri i përkulur, njeri i përkulur: nuancë lëkure e çelët, nuancë lëkure e çelët, përkulje, shfajësim
🙇🏼	falje, gjest, njeri i përkulur, njeri i përkulur: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, përkulje, shfajësim
🙇🏽	falje, gjest, njeri i përkulur, njeri i përkulur: nuancë lëkure zeshkane, nuancë lëkure zeshkane, përkulje, shfajësim
🙇🏾	falje, gjest, njeri i përkulur, njeri i përkulur: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, përkulje, shfajësim
🙇🏿	falje, gjest, njeri i përkulur, njeri i përkulur: nuancë lëkure e errët, nuancë lëkure e errët, përkulje, shfajësim
🙇‍♂	burrë që përkulet për falje, falje, gjest, ndjesë
🙇🏻‍♂	burrë që përkulet për falje, burrë që përkulet për falje: nuancë lëkure e çelët, falje, gjest, ndjesë, nuancë lëkure e çelët
🙇🏼‍♂	burrë që përkulet për falje, burrë që përkulet për falje: nuancë lëkure gjysmë e çelët, falje, gjest, ndjesë, nuancë lëkure gjysmë e çelët
🙇🏽‍♂	burrë që përkulet për falje, burrë që përkulet për falje: nuancë lëkure zeshkane, falje, gjest, ndjesë, nuancë lëkure zeshkane
🙇🏾‍♂	burrë që përkulet për falje, burrë që përkulet për falje: nuancë lëkure gjysmë e errët, falje, gjest, ndjesë, nuancë lëkure gjysmë e errët
🙇🏿‍♂	burrë që përkulet për falje, burrë që përkulet për falje: nuancë lëkure e errët, falje, gjest, ndjesë, nuancë lëkure e errët
🙇‍♀	falje, gjest, grua që përkulet për falje, ndjesë
🙇🏻‍♀	falje, gjest, grua që përkulet për falje, grua që përkulet për falje: nuancë lëkure e çelët, ndjesë, nuancë lëkure e çelët
🙇🏼‍♀	falje, gjest, grua që përkulet për falje, grua që përkulet për falje: nuancë lëkure gjysmë e çelët, ndjesë, nuancë lëkure gjysmë e çelët
🙇🏽‍♀	falje, gjest, grua që përkulet për falje, grua që përkulet për falje: nuancë lëkure zeshkane, ndjesë, nuancë lëkure zeshkane
🙇🏾‍♀	falje, gjest, grua që përkulet për falje, grua që përkulet për falje: nuancë lëkure gjysmë e errët, ndjesë, nuancë lëkure gjysmë e errët
🙇🏿‍♀	falje, gjest, grua që përkulet për falje, grua që përkulet për falje: nuancë lëkure e errët, ndjesë, nuancë lëkure e errët
🤦	fytyrë, fytyrë me pëllëmbë në ballë, mosbesim, nervozizëm, pëllëmbë në ballë
🤦🏻	fytyrë, fytyrë me pëllëmbë në ballë, fytyrë me pëllëmbë në ballë: nuancë lëkure e çelët, mosbesim, nervozizëm, nuancë lëkure e çelët, pëllëmbë në ballë
🤦🏼	fytyrë, fytyrë me pëllëmbë në ballë, fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e çelët, mosbesim, nervozizëm, nuancë lëkure gjysmë e çelët, pëllëmbë në ballë
🤦🏽	fytyrë, fytyrë me pëllëmbë në ballë, fytyrë me pëllëmbë në ballë: nuancë lëkure zeshkane, mosbesim, nervozizëm, nuancë lëkure zeshkane, pëllëmbë në ballë
🤦🏾	fytyrë, fytyrë me pëllëmbë në ballë, fytyrë me pëllëmbë në ballë: nuancë lëkure gjysmë e errët, mosbesim, nervozizëm, nuancë lëkure gjysmë e errët, pëllëmbë në ballë
🤦🏿	fytyrë, fytyrë me pëllëmbë në ballë, fytyrë me pëllëmbë në ballë: nuancë lëkure e errët, mosbesim, nervozizëm, nuancë lëkure e errët, pëllëmbë në ballë
🤦‍♂	burrë, burrë që vë dorën në kokë, mosbesim, pëllëmbë në ballë
🤦🏻‍♂	burrë, burrë që vë dorën në kokë, burrë që vë dorën në kokë: nuancë lëkure e çelët, mosbesim, nuancë lëkure e çelët, pëllëmbë në ballë
🤦🏼‍♂	burrë, burrë që vë dorën në kokë, burrë që vë dorën në kokë: nuancë lëkure gjysmë e çelët, mosbesim, nuancë lëkure gjysmë e çelët, pëllëmbë në ballë
🤦🏽‍♂	burrë, burrë që vë dorën në kokë, burrë që vë dorën në kokë: nuancë lëkure zeshkane, mosbesim, nuancë lëkure zeshkane, pëllëmbë në ballë
🤦🏾‍♂	burrë, burrë që vë dorën në kokë, burrë që vë dorën në kokë: nuancë lëkure gjysmë e errët, mosbesim, nuancë lëkure gjysmë e errët, pëllëmbë në ballë
🤦🏿‍♂	burrë, burrë që vë dorën në kokë, burrë që vë dorën në kokë: nuancë lëkure e errët, mosbesim, nuancë lëkure e errët, pëllëmbë në ballë
🤦‍♀	burrë, grua që vë dorën në kokë, mosbesim, pëllëmbë në ballë
🤦🏻‍♀	burrë, grua që vë dorën në kokë, grua që vë dorën në kokë: nuancë lëkure e çelët, mosbesim, nuancë lëkure e çelët, pëllëmbë në ballë
🤦🏼‍♀	burrë, grua që vë dorën në kokë, grua që vë dorën në kokë: nuancë lëkure gjysmë e çelët, mosbesim, nuancë lëkure gjysmë e çelët, pëllëmbë në ballë
🤦🏽‍♀	burrë, grua që vë dorën në kokë, grua që vë dorën në kokë: nuancë lëkure zeshkane, mosbesim, nuancë lëkure zeshkane, pëllëmbë në ballë
🤦🏾‍♀	burrë, grua që vë dorën në kokë, grua që vë dorën në kokë: nuancë lëkure gjysmë e errët, mosbesim, nuancë lëkure gjysmë e errët, pëllëmbë në ballë
🤦🏿‍♀	burrë, grua që vë dorën në kokë, grua që vë dorën në kokë: nuancë lëkure e errët, mosbesim, nuancë lëkure e errët, pëllëmbë në ballë
🤷	dyshime, indiferencë, injorancë, ngritje supesh
🤷🏻	dyshime, indiferencë, injorancë, ngritje supesh, ngritje supesh: nuancë lëkure e çelët, nuancë lëkure e çelët
🤷🏼	dyshime, indiferencë, injorancë, ngritje supesh, ngritje supesh: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
🤷🏽	dyshime, indiferencë, injorancë, ngritje supesh, ngritje supesh: nuancë lëkure zeshkane, nuancë lëkure zeshkane
🤷🏾	dyshime, indiferencë, injorancë, ngritje supesh, ngritje supesh: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
🤷🏿	dyshime, indiferencë, injorancë, ngritje supesh, ngritje supesh: nuancë lëkure e errët, nuancë lëkure e errët
🤷‍♂	burrë, burrë që ngre supet, dyshime, indiferencë, ngritje supesh
🤷🏻‍♂	burrë, burrë që ngre supet, burrë që ngre supet: nuancë lëkure e çelët, dyshime, indiferencë, ngritje supesh, nuancë lëkure e çelët
🤷🏼‍♂	burrë, burrë që ngre supet, burrë që ngre supet: nuancë lëkure gjysmë e çelët, dyshime, indiferencë, ngritje supesh, nuancë lëkure gjysmë e çelët
🤷🏽‍♂	burrë, burrë që ngre supet, burrë që ngre supet: nuancë lëkure zeshkane, dyshime, indiferencë, ngritje supesh, nuancë lëkure zeshkane
🤷🏾‍♂	burrë, burrë që ngre supet, burrë që ngre supet: nuancë lëkure gjysmë e errët, dyshime, indiferencë, ngritje supesh, nuancë lëkure gjysmë e errët
🤷🏿‍♂	burrë, burrë që ngre supet, burrë që ngre supet: nuancë lëkure e errët, dyshime, indiferencë, ngritje supesh, nuancë lëkure e errët
🤷‍♀	dyshime, grua, grua që ngre supet, indiferencë, ngritje supesh
🤷🏻‍♀	dyshime, grua, grua që ngre supet, grua që ngre supet: nuancë lëkure e çelët, indiferencë, ngritje supesh, nuancë lëkure e çelët
🤷🏼‍♀	dyshime, grua, grua që ngre supet, grua që ngre supet: nuancë lëkure gjysmë e çelët, indiferencë, ngritje supesh, nuancë lëkure gjysmë e çelët
🤷🏽‍♀	dyshime, grua, grua që ngre supet, grua që ngre supet: nuancë lëkure zeshkane, indiferencë, ngritje supesh, nuancë lëkure zeshkane
🤷🏾‍♀	dyshime, grua, grua që ngre supet, grua që ngre supet: nuancë lëkure gjysmë e errët, indiferencë, ngritje supesh, nuancë lëkure gjysmë e errët
🤷🏿‍♀	dyshime, grua, grua që ngre supet, grua që ngre supet: nuancë lëkure e errët, indiferencë, ngritje supesh, nuancë lëkure e errët
👨‍⚕	burrë, doktor, infermier, kujdes mjekësor, punonjës shëndetësor
👨🏻‍⚕	burrë, doktor, infermier, kujdes mjekësor, nuancë lëkure e çelët, punonjës shëndetësor, punonjës shëndetësor: nuancë lëkure e çelët
👨🏼‍⚕	burrë, doktor, infermier, kujdes mjekësor, nuancë lëkure gjysmë e çelët, punonjës shëndetësor, punonjës shëndetësor: nuancë lëkure gjysmë e çelët
👨🏽‍⚕	burrë, doktor, infermier, kujdes mjekësor, nuancë lëkure zeshkane, punonjës shëndetësor, punonjës shëndetësor: nuancë lëkure zeshkane
👨🏾‍⚕	burrë, doktor, infermier, kujdes mjekësor, nuancë lëkure gjysmë e errët, punonjës shëndetësor, punonjës shëndetësor: nuancë lëkure gjysmë e errët
👨🏿‍⚕	burrë, doktor, infermier, kujdes mjekësor, nuancë lëkure e errët, punonjës shëndetësor, punonjës shëndetësor: nuancë lëkure e errët
👩‍⚕	doktore, grua, infermiere, kujdes mjekësor, punonjëse shëndetësor
👩🏻‍⚕	doktore, grua, infermiere, kujdes mjekësor, nuancë lëkure e çelët, punonjëse shëndetësor, punonjëse shëndetësor: nuancë lëkure e çelët
👩🏼‍⚕	doktore, grua, infermiere, kujdes mjekësor, nuancë lëkure gjysmë e çelët, punonjëse shëndetësor, punonjëse shëndetësor: nuancë lëkure gjysmë e çelët
👩🏽‍⚕	doktore, grua, infermiere, kujdes mjekësor, nuancë lëkure zeshkane, punonjëse shëndetësor, punonjëse shëndetësor: nuancë lëkure zeshkane
👩🏾‍⚕	doktore, grua, infermiere, kujdes mjekësor, nuancë lëkure gjysmë e errët, punonjëse shëndetësor, punonjëse shëndetësor: nuancë lëkure gjysmë e errët
👩🏿‍⚕	doktore, grua, infermiere, kujdes mjekësor, nuancë lëkure e errët, punonjëse shëndetësor, punonjëse shëndetësor: nuancë lëkure e errët
👨‍🎓	diplomim, mashkull, student
👨🏻‍🎓	diplomim, mashkull, nuancë lëkure e çelët, student, student: nuancë lëkure e çelët
👨🏼‍🎓	diplomim, mashkull, nuancë lëkure gjysmë e çelët, student, student: nuancë lëkure gjysmë e çelët
👨🏽‍🎓	diplomim, mashkull, nuancë lëkure zeshkane, student, student: nuancë lëkure zeshkane
👨🏾‍🎓	diplomim, mashkull, nuancë lëkure gjysmë e errët, student, student: nuancë lëkure gjysmë e errët
👨🏿‍🎓	diplomim, mashkull, nuancë lëkure e errët, student, student: nuancë lëkure e errët
👩‍🎓	diplomim, femër, studente
👩🏻‍🎓	diplomim, femër, nuancë lëkure e çelët, studente, studente: nuancë lëkure e çelët
👩🏼‍🎓	diplomim, femër, nuancë lëkure gjysmë e çelët, studente, studente: nuancë lëkure gjysmë e çelët
👩🏽‍🎓	diplomim, femër, nuancë lëkure zeshkane, studente, studente: nuancë lëkure zeshkane
👩🏾‍🎓	diplomim, femër, nuancë lëkure gjysmë e errët, studente, studente: nuancë lëkure gjysmë e errët
👩🏿‍🎓	diplomim, femër, nuancë lëkure e errët, studente, studente: nuancë lëkure e errët
👨‍🏫	burrë, instruktor, mësues, profesor
👨🏻‍🏫	burrë, instruktor, mësues, mësues: nuancë lëkure e çelët, nuancë lëkure e çelët, profesor
👨🏼‍🏫	burrë, instruktor, mësues, mësues: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, profesor
👨🏽‍🏫	burrë, instruktor, mësues, mësues: nuancë lëkure zeshkane, nuancë lëkure zeshkane, profesor
👨🏾‍🏫	burrë, instruktor, mësues, mësues: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, profesor
👨🏿‍🏫	burrë, instruktor, mësues, mësues: nuancë lëkure e errët, nuancë lëkure e errët, profesor
👩‍🏫	Instruktore, grua, mësuese, profesore
👩🏻‍🏫	Instruktore, grua, mësuese, mësuese: nuancë lëkure e çelët, nuancë lëkure e çelët, profesore
👩🏼‍🏫	Instruktore, grua, mësuese, mësuese: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, profesore
👩🏽‍🏫	Instruktore, grua, mësuese, mësuese: nuancë lëkure zeshkane, nuancë lëkure zeshkane, profesore
👩🏾‍🏫	Instruktore, grua, mësuese, mësuese: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, profesore
👩🏿‍🏫	Instruktore, grua, mësuese, mësuese: nuancë lëkure e errët, nuancë lëkure e errët, profesore
👨‍⚖	burrë, drejtësi, gjykatës, peshore
👨🏻‍⚖	burrë, drejtësi, gjykatës, gjykatës: nuancë lëkure e çelët, nuancë lëkure e çelët, peshore
👨🏼‍⚖	burrë, drejtësi, gjykatës, gjykatës: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët, peshore
👨🏽‍⚖	burrë, drejtësi, gjykatës, gjykatës: nuancë lëkure zeshkane, nuancë lëkure zeshkane, peshore
👨🏾‍⚖	burrë, drejtësi, gjykatës, gjykatës: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët, peshore
👨🏿‍⚖	burrë, drejtësi, gjykatës, gjykatës: nuancë lëkure e errët, nuancë lëkure e errët, peshore
👩‍⚖	drejtësi, gjykatëse, grua, peshore
👩🏻‍⚖	drejtësi, gjykatëse, gjykatëse: nuancë lëkure e çelët, grua, nuancë lëkure e çelët, peshore
👩🏼‍⚖	drejtësi, gjykatëse, gjykatëse: nuancë lëkure gjysmë e çelët, grua, nuancë lëkure gjysmë e çelët, peshore
👩🏽‍⚖	drejtësi, gjykatëse, gjykatëse: nuancë lëkure zeshkane, grua, nuancë lëkure zeshkane, peshore
👩🏾‍⚖	drejtësi, gjykatëse, gjykatëse: nuancë lëkure gjysmë e errët, grua, nuancë lëkure gjysmë e errët, peshore
👩🏿‍⚖	drejtësi, gjykatëse, gjykatëse: nuancë lëkure e errët, grua, nuancë lëkure e errët, peshore
👨‍🌾	bujk, burrë, kopshtar
👨🏻‍🌾	bujk, bujk: nuancë lëkure e çelët, burrë, kopshtar, nuancë lëkure e çelët
👨🏼‍🌾	bujk, bujk: nuancë lëkure gjysmë e çelët, burrë, kopshtar, nuancë lëkure gjysmë e çelët
👨🏽‍🌾	bujk, bujk: nuancë lëkure zeshkane, burrë, kopshtar, nuancë lëkure zeshkane
👨🏾‍🌾	bujk, bujk: nuancë lëkure gjysmë e errët, burrë, kopshtar, nuancë lëkure gjysmë e errët
👨🏿‍🌾	bujk, bujk: nuancë lëkure e errët, burrë, kopshtar, nuancë lëkure e errët
👩‍🌾	bujkeshë, grua, kopshtare
👩🏻‍🌾	bujkeshë, bujkeshë: nuancë lëkure e çelët, grua, kopshtare, nuancë lëkure e çelët
👩🏼‍🌾	bujkeshë, bujkeshë: nuancë lëkure gjysmë e çelët, grua, kopshtare, nuancë lëkure gjysmë e çelët
👩🏽‍🌾	bujkeshë, bujkeshë: nuancë lëkure zeshkane, grua, kopshtare, nuancë lëkure zeshkane
👩🏾‍🌾	bujkeshë, bujkeshë: nuancë lëkure gjysmë e errët, grua, kopshtare, nuancë lëkure gjysmë e errët
👩🏿‍🌾	bujkeshë, bujkeshë: nuancë lëkure e errët, grua, kopshtare, nuancë lëkure e errët
👨‍🍳	burrë, kuzhinier, kuzhinë
👨🏻‍🍳	burrë, kuzhinier, kuzhinier: nuancë lëkure e çelët, kuzhinë, nuancë lëkure e çelët
👨🏼‍🍳	burrë, kuzhinier, kuzhinier: nuancë lëkure gjysmë e çelët, kuzhinë, nuancë lëkure gjysmë e çelët
👨🏽‍🍳	burrë, kuzhinier, kuzhinier: nuancë lëkure zeshkane, kuzhinë, nuancë lëkure zeshkane
👨🏾‍🍳	burrë, kuzhinier, kuzhinier: nuancë lëkure gjysmë e errët, kuzhinë, nuancë lëkure gjysmë e errët
👨🏿‍🍳	burrë, kuzhinier, kuzhinier: nuancë lëkure e errët, kuzhinë, nuancë lëkure e errët
👩‍🍳	grua, kuzhiniere, kuzhinë
👩🏻‍🍳	grua, kuzhiniere, kuzhiniere: nuancë lëkure e çelët, kuzhinë, nuancë lëkure e çelët
👩🏼‍🍳	grua, kuzhiniere, kuzhiniere: nuancë lëkure gjysmë e çelët, kuzhinë, nuancë lëkure gjysmë e çelët
👩🏽‍🍳	grua, kuzhiniere, kuzhiniere: nuancë lëkure zeshkane, kuzhinë, nuancë lëkure zeshkane
👩🏾‍🍳	grua, kuzhiniere, kuzhiniere: nuancë lëkure gjysmë e errët, kuzhinë, nuancë lëkure gjysmë e errët
👩🏿‍🍳	grua, kuzhiniere, kuzhiniere: nuancë lëkure e errët, kuzhinë, nuancë lëkure e errët
👨‍🔧	burrë, elektricist, hidraulik, mekanik
👨🏻‍🔧	burrë, elektricist, hidraulik, mekanik, mekanik: nuancë lëkure e çelët, nuancë lëkure e çelët
👨🏼‍🔧	burrë, elektricist, hidraulik, mekanik, mekanik: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
👨🏽‍🔧	burrë, elektricist, hidraulik, mekanik, mekanik: nuancë lëkure zeshkane, nuancë lëkure zeshkane
👨🏾‍🔧	burrë, elektricist, hidraulik, mekanik, mekanik: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
👨🏿‍🔧	burrë, elektricist, hidraulik, mekanik, mekanik: nuancë lëkure e errët, nuancë lëkure e errët
👩‍🔧	burrë, elektriciste, hidraulike, mekanike
👩🏻‍🔧	burrë, elektriciste, hidraulike, mekanike, mekanike: nuancë lëkure e çelët, nuancë lëkure e çelët
👩🏼‍🔧	burrë, elektriciste, hidraulike, mekanike, mekanike: nuancë lëkure gjysmë e çelët, nuancë lëkure gjysmë e çelët
👩🏽‍🔧	burrë, elektriciste, hidraulike, mekanike, mekanike: nuancë lëkure zeshkane, nuancë lëkure zeshkane
👩🏾‍🔧	burrë, elektriciste, hidraulike, mekanike, mekanike: nuancë lëkure gjysmë e errët, nuancë lëkure gjysmë e errët
👩🏿‍🔧	burrë, elektriciste, hidraulike, mekanike, mekanike: nuancë lëkure e errët, nuancë lëkure e errët
👨‍🏭	burrë, fabrikë, industri, montator, punëtor fabrike
👨🏻‍🏭	burrë, fabrikë, industri, montator, nuancë lëkure e çelët, punëtor fabrike, punëtor fabrike: nuancë lëkure e çelët
👨🏼‍🏭	burrë, fabrikë, industri, montator, nuancë lëkure gjysmë e çelët, punëtor fabrike, punëtor fabrike: nuancë lëkure gjysmë e çelët
👨🏽‍🏭	burrë, fabrikë, industri, montator, nuancë lëkure zeshkane, punëtor fabrike, punëtor fabrike: nuancë lëkure zeshkane
👨🏾‍🏭	burrë, fabrikë, industri, montator, nuancë lëkure gjysmë e errët, punëtor fabrike, punëtor fabrike: nuancë lëkure gjysmë e errët
👨🏿‍🏭	burrë, fabrikë, industri, montator, nuancë lëkure e errët, punëtor fabrike, punëtor fabrike: nuancë lëkure e errët
👩‍🏭	fabrikë, grua, industri, montatore, punëtore fabrike
👩🏻‍🏭	fabrikë, grua, industri, montatore, nuancë lëkure e çelët, punëtore fabrike, punëtore fabrike: nuancë lëkure e çelët
👩🏼‍🏭	fabrikë, grua, industri, montatore, nuancë lëkure gjysmë e çelët, punëtore fabrike, punëtore fabrike: nuancë lëkure gjysmë e çelët
👩🏽‍🏭	fabrikë, grua, industri, montatore, nuancë lëkure zeshkane, punëtore fabrike, punëtore fabrike: nuancë lëkure zeshkane
👩🏾‍🏭	fabrikë, grua, industri, montatore, nuancë lëkure gjysmë e errët, punëtore fabrike, punëtore fabrike: nuancë lëkure gjysmë e errët
👩🏿‍🏭	fabrikë, grua, industri, montatore, nuancë lëkure e errët, punëtore fabrike, punëtore fabrike: nuancë lëkure e errët
👨‍💼	arkitekt, biznes, burrë, menaxher, punonjës zyre
👨🏻‍💼	arkitekt, biznes, burrë, menaxher, nuancë lëkure e çelët, punonjës zyre, punonjës zyre: nuancë lëkure e çelët
👨🏼‍💼	arkitekt, biznes, burrë, menaxher, nuancë lëkure gjysmë e çelët, punonjës zyre, punonjës zyre: nuancë lëkure gjysmë e çelët
👨🏽‍💼	arkitekt, biznes, burrë, menaxher, nuancë lëkure zeshkane, punonjës zyre, punonjës zyre: nuancë lëkure zeshkane
👨🏾‍💼	arkitekt, biznes, burrë, menaxher, nuancë lëkure gjysmë e errët, punonjës zyre, punonjës zyre: nuancë lëkure gjysmë e errët
👨🏿‍💼	arkitekt, biznes, burrë, menaxher, nuancë lëkure e errët, punonjës zyre, punonjës zyre: nuancë lëkure e errët
👩‍💼	arkitekte, biznes, grua, menaxher, punonjëse zyre
👩🏻‍💼	arkitekte, biznes, grua, menaxher, nuancë lëkure e çelët, punonjëse zyre, punonjëse zyre: nuancë lëkure e çelët
👩🏼‍💼	arkitekte, biznes, grua, menaxher, nuancë lëkure gjysmë e çelët, punonjëse zyre, punonjëse zyre: nuancë lëkure gjysmë e çelët
👩🏽‍💼	arkitekte, biznes, grua, menaxher, nuancë lëkure zeshkane, punonjëse zyre, punonjëse zyre: nuancë lëkure zeshkane
👩🏾‍💼	arkitekte, biznes, grua, menaxher, nuancë lëkure gjysmë e errët, punonjëse zyre, punonjëse zyre: nuancë lëkure gjysmë e errët
👩🏿‍💼	arkitekte, biznes, grua, menaxher, nuancë lëkure e errët, punonjëse zyre, punonjëse zyre: nuancë lëkure e errët
👨‍🔬	biolog, fizikan, kimist, shkencëtar
👨🏻‍🔬	biolog, fizikan, kimist, nuancë lëkure e çelët, shkencëtar, shkencëtar: nuancë lëkure e çelët
👨🏼‍🔬	biolog, fizikan, kimist, nuancë lëkure gjysmë e çelët, shkencëtar, shkencëtar: nuancë lëkure gjysmë e çelët
👨🏽‍🔬	biolog, fizikan, kimist, nuancë lëkure zeshkane, shkencëtar, shkencëtar: nuancë lëkure zeshkane
👨🏾‍🔬	biolog, fizikan, kimist, nuancë lëkure gjysmë e errët, shkencëtar, shkencëtar: nuancë lëkure gjysmë e errët
👨🏿‍🔬	biolog, fizikan, kimist, nuancë lëkure e errët, shkencëtar, shkencëtar: nuancë lëkure e errët
👩‍🔬	biologe, fizikane, kimiste, shkencëtare
👩🏻‍🔬	biologe, fizikane, kimiste, nuancë lëkure e çelët, shkencëtare, shkencëtare: nuancë lëkure e çelët
👩🏼‍🔬	biologe, fizikane, kimiste, nuancë lëkure gjysmë e çelët, shkencëtare, shkencëtare: nuancë lëkure gjysmë e çelët
👩🏽‍🔬	biologe, fizikane, kimiste, nuancë lëkure zeshkane, shkencëtare, shkencëtare: nuancë lëkure zeshkane
👩🏾‍🔬	biologe, fizikane, kimiste, nuancë lëkure gjysmë e errët, shkencëtare, shkencëtare: nuancë lëkure gjysmë e errët
👩🏿‍🔬	biologe, fizikane, kimiste, nuancë lëkure e errët, shkencëtare, shkencëtare: nuancë lëkure e errët
👨‍💻	burrë, kodues, softuer, teknolog, zhvillues
👨🏻‍💻	burrë, kodues, nuancë lëkure e çelët, softuer, teknolog, teknolog: nuancë lëkure e çelët, zhvillues
👨🏼‍💻	burrë, kodues, nuancë lëkure gjysmë e çelët, softuer, teknolog, teknolog: nuancë lëkure gjysmë e çelët, zhvillues
👨🏽‍💻	burrë, kodues, nuancë lëkure zeshkane, softuer, teknolog, teknolog: nuancë lëkure zeshkane, zhvillues
👨🏾‍💻	burrë, kodues, nuancë lëkure gjysmë e errët, softuer, teknolog, teknolog: nuancë lëkure gjysmë e errët, zhvillues
👨🏿‍💻	burrë, kodues, nuancë lëkure e errët, softuer, teknolog, teknolog: nuancë lëkure e errët, zhvillues
👩‍💻	grua, koduese, softuer, teknologe, zhvilluese
👩🏻‍💻	grua, koduese, nuancë lëkure e çelët, softuer, teknologe, teknologe: nuancë lëkure e çelët, zhvilluese
👩🏼‍💻	grua, koduese, nuancë lëkure gjysmë e çelët, softuer, teknologe, teknologe: nuancë lëkure gjysmë e çelët, zhvilluese
👩🏽‍💻	grua, koduese, nuancë lëkure zeshkane, softuer, teknologe, teknologe: nuancë lëkure zeshkane, zhvilluese
👩🏾‍💻	grua, koduese, nuancë lëkure gjysmë e errët, softuer, teknologe, teknologe: nuancë lëkure gjysmë e errët, zhvilluese
👩🏿‍💻	grua, koduese, nuancë lëkure e errët, softuer, teknologe, teknologe: nuancë lëkure e errët, zhvilluese
👨‍🎤	aktor, burrë, këngëtar, muzikant
👨🏻‍🎤	aktor, burrë, këngëtar, këngëtar: nuancë lëkure e çelët, muzikant, nuancë lëkure e çelët
👨🏼‍🎤	aktor, burrë, këngëtar, këngëtar: nuancë lëkure gjysmë e çelët, muzikant, nuancë lëkure gjysmë e çelët
👨🏽‍🎤	aktor, burrë, këngëtar, këngëtar: nuancë lëkure zeshkane, muzikant, nuancë lëkure zeshkane
👨🏾‍🎤	aktor, burrë, këngëtar, këngëtar: nuancë lëkure gjysmë e errët, muzikant, nuancë lëkure gjysmë e errët
👨🏿‍🎤	aktor, burrë, këngëtar, këngëtar: nuancë lëkure e errët, muzikant, nuancë lëkure e errët
👩‍🎤	aktore, grua, këngëtare, muzikante
👩🏻‍🎤	aktore, grua, këngëtare, këngëtare: nuancë lëkure e çelët, muzikante, nuancë lëkure e çelët
👩🏼‍🎤	aktore, grua, këngëtare, këngëtare: nuancë lëkure gjysmë e çelët, muzikante, nuancë lëkure gjysmë e çelët
👩🏽‍🎤	aktore, grua, këngëtare, këngëtare: nuancë lëkure zeshkane, muzikante, nuancë lëkure zeshkane
👩🏾‍🎤	aktore, grua, këngëtare, këngëtare: nuancë lëkure gjysmë e errët, muzikante, nuancë lëkure gjysmë e errët
👩🏿‍🎤	aktore, grua, këngëtare, këngëtare: nuancë lëkure e errët, muzikante, nuancë lëkure e errët
👨‍🎨	artist, burrë, paletë, piktor
👨🏻‍🎨	artist, artist: nuancë lëkure e çelët, burrë, nuancë lëkure e çelët, paletë, piktor
👨🏼‍🎨	artist, artist: nuancë lëkure gjysmë e çelët, burrë, nuancë lëkure gjysmë e çelët, paletë, piktor
👨🏽‍🎨	artist, artist: nuancë lëkure zeshkane, burrë, nuancë lëkure zeshkane, paletë, piktor
