😀	grand sourire, large sourire, visage, visage avec large sourire
👩🏿‍🤝‍👩🏽	couple, deux femmes se tenant par la main, deux femmes se tenant par la main : peau foncée et peau légèrement mate, ensemble, femmes, jumelles, main, main dans la main, peau foncée, peau légèrement mate, se tenant par la main, union
👩🏿‍🤝‍👩🏾	couple, deux femmes se tenant par la main, deux femmes se tenant par la main : peau foncée et peau modérément foncée, ensemble, femmes, jumelles, main, main dans la main, peau foncée, peau modérément foncée, se tenant par la main, union
👭🏿	couple, deux femmes se tenant par la main, deux femmes se tenant par la main : peau foncée, ensemble, femmes, jumelles, main, main dans la main, peau foncée, se tenant par la main, union
👫	couple, ensemble, femme, homme, homme et femme se tenant par la main, main, main dans la main, se tenant par la main, union
👫🏻	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau claire, main, main dans la main, peau claire, se tenant par la main, union
👩🏻‍🤝‍👨🏼	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau claire et peau modérément claire, main, main dans la main, peau claire, peau modérément claire, se tenant par la main, union
👩🏻‍🤝‍👨🏽	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau claire et peau légèrement mate, main, main dans la main, peau claire, peau légèrement mate, se tenant par la main, union
👩🏻‍🤝‍👨🏾	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau claire et peau modérément foncée, main, main dans la main, peau claire, peau modérément foncée, se tenant par la main, union
👩🏻‍🤝‍👨🏿	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau claire et peau foncée, main, main dans la main, peau claire, peau foncée, se tenant par la main, union
👩🏼‍🤝‍👨🏻	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément claire et peau claire, main, main dans la main, peau claire, peau modérément claire, se tenant par la main, union
👫🏼	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément claire, main, main dans la main, peau modérément claire, se tenant par la main, union
👩🏼‍🤝‍👨🏽	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément claire et peau légèrement mate, main, main dans la main, peau légèrement mate, peau modérément claire, se tenant par la main, union
👩🏼‍🤝‍👨🏾	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément claire et peau modérément foncée, main, main dans la main, peau modérément claire, peau modérément foncée, se tenant par la main, union
👩🏼‍🤝‍👨🏿	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément claire et peau foncée, main, main dans la main, peau foncée, peau modérément claire, se tenant par la main, union
👩🏽‍🤝‍👨🏻	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau légèrement mate et peau claire, main, main dans la main, peau claire, peau légèrement mate, se tenant par la main, union
👩🏽‍🤝‍👨🏼	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau légèrement mate et peau modérément claire, main, main dans la main, peau légèrement mate, peau modérément claire, se tenant par la main, union
👫🏽	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau légèrement mate, main, main dans la main, peau légèrement mate, se tenant par la main, union
👩🏽‍🤝‍👨🏾	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau légèrement mate et peau modérément foncée, main, main dans la main, peau légèrement mate, peau modérément foncée, se tenant par la main, union
👩🏽‍🤝‍👨🏿	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau légèrement mate et peau foncée, main, main dans la main, peau foncée, peau légèrement mate, se tenant par la main, union
👩🏾‍🤝‍👨🏻	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément foncée et peau claire, main, main dans la main, peau claire, peau modérément foncée, se tenant par la main, union
👩🏾‍🤝‍👨🏼	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément foncée et peau modérément claire, main, main dans la main, peau modérément claire, peau modérément foncée, se tenant par la main, union
👩🏾‍🤝‍👨🏽	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément foncée et peau légèrement mate, main, main dans la main, peau légèrement mate, peau modérément foncée, se tenant par la main, union
👫🏾	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément foncée, main, main dans la main, peau modérément foncée, se tenant par la main, union
👩🏾‍🤝‍👨🏿	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau modérément foncée et peau foncée, main, main dans la main, peau foncée, peau modérément foncée, se tenant par la main, union
👩🏿‍🤝‍👨🏻	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau foncée et peau claire, main, main dans la main, peau claire, peau foncée, se tenant par la main, union
👩🏿‍🤝‍👨🏼	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau foncée et peau modérément claire, main, main dans la main, peau foncée, peau modérément claire, se tenant par la main, union
👩🏿‍🤝‍👨🏽	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau foncée et peau légèrement mate, main, main dans la main, peau foncée, peau légèrement mate, se tenant par la main, union
👩🏿‍🤝‍👨🏾	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau foncée et peau modérément foncée, main, main dans la main, peau foncée, peau modérément foncée, se tenant par la main, union
👫🏿	couple, ensemble, femme, homme, homme et femme se tenant par la main, homme et femme se tenant par la main : peau foncée, main, main dans la main, peau foncée, se tenant par la main, union
👬	couple, deux hommes se tenant par la main, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, se tenant par la main, union, zodiaque
👬🏻	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, se tenant par la main, union, zodiaque
👨🏻‍🤝‍👨🏼	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau claire et peau modérément claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau modérément claire, se tenant par la main, union, zodiaque
👨🏻‍🤝‍👨🏽	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau claire et peau légèrement mate, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau légèrement mate, se tenant par la main, union, zodiaque
👨🏻‍🤝‍👨🏾	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau claire et peau modérément foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏻‍🤝‍👨🏿	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau claire et peau foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau foncée, se tenant par la main, union, zodiaque
👨🏼‍🤝‍👨🏻	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément claire et peau claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau modérément claire, se tenant par la main, union, zodiaque
👬🏼	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau modérément claire, se tenant par la main, union, zodiaque
👨🏼‍🤝‍👨🏽	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément claire et peau légèrement mate, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau légèrement mate, peau modérément claire, se tenant par la main, union, zodiaque
👨🏼‍🤝‍👨🏾	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément claire et peau modérément foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau modérément claire, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏼‍🤝‍👨🏿	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément claire et peau foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau modérément claire, se tenant par la main, union, zodiaque
👨🏽‍🤝‍👨🏻	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau légèrement mate et peau claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau légèrement mate, se tenant par la main, union, zodiaque
👨🏽‍🤝‍👨🏼	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau légèrement mate et peau modérément claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau légèrement mate, peau modérément claire, se tenant par la main, union, zodiaque
👬🏽	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau légèrement mate, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau légèrement mate, se tenant par la main, union, zodiaque
👨🏽‍🤝‍👨🏾	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau légèrement mate et peau modérément foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau légèrement mate, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏽‍🤝‍👨🏿	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau légèrement mate et peau foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau légèrement mate, se tenant par la main, union, zodiaque
👨🏾‍🤝‍👨🏻	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément foncée et peau claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏾‍🤝‍👨🏼	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément foncée et peau modérément claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau modérément claire, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏾‍🤝‍👨🏽	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément foncée et peau légèrement mate, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau légèrement mate, peau modérément foncée, se tenant par la main, union, zodiaque
👬🏾	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏾‍🤝‍👨🏿	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau modérément foncée et peau foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau modérément foncée, se tenant par la main, union, zodiaque
👨🏿‍🤝‍👨🏻	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau foncée et peau claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau claire, peau foncée, se tenant par la main, union, zodiaque
👨🏿‍🤝‍👨🏼	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau foncée et peau modérément claire, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau modérément claire, se tenant par la main, union, zodiaque
👨🏿‍🤝‍👨🏽	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau foncée et peau légèrement mate, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau légèrement mate, se tenant par la main, union, zodiaque
👨🏿‍🤝‍👨🏾	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau foncée et peau modérément foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, peau modérément foncée, se tenant par la main, union, zodiaque
👬🏿	couple, deux hommes se tenant par la main, deux hommes se tenant par la main : peau foncée, ensemble, gémeaux, hommes, jumeaux, main, main dans la main, peau foncée, se tenant par la main, union, zodiaque
👩‍❤‍💋‍👨	bisou : femme et homme
👨‍❤‍💋‍👨	bisou : homme et homme
👩‍❤‍💋‍👩	bisou : femme et femme
👩‍❤‍👨	couple avec cœur : femme et homme
👨‍❤‍👨	couple avec cœur : homme et homme
👩‍❤‍👩	couple avec cœur : femme et femme
👨‍👩‍👦	famille : homme, femme et garçon
👨‍👩‍👧	famille : homme, femme et fille
👨‍👩‍👧‍👦	famille : homme, femme, fille et garçon
👨‍👩‍👦‍👦	famille : homme, femme, garçon et garçon
👨‍👩‍👧‍👧	famille : homme, femme, fille et fille
👨‍👨‍👦	famille : homme, homme et garçon
👨‍👨‍👧	famille : homme, homme et fille
👨‍👨‍👧‍👦	famille : homme, homme, fille et garçon
👨‍👨‍👦‍👦	famille : homme, homme, garçon et garçon
👨‍👨‍👧‍👧	famille : homme, homme, fille et fille
👩‍👩‍👦	famille : femme, femme et garçon
👩‍👩‍👧	famille : femme, femme et fille
👩‍👩‍👧‍👦	famille : femme, femme, fille et garçon
👩‍👩‍👦‍👦	famille : femme, femme, garçon et garçon
👩‍👩‍👧‍👧	famille : femme, femme, fille et fille
👨‍👦	famille : homme et garçon
👨‍👦‍👦	famille : homme, garçon et garçon
👨‍👧	famille : homme et fille
👨‍👧‍👦	famille : homme, fille et garçon
👨‍👧‍👧	famille : homme, fille et fille
👩‍👦	famille : femme et garçon
👩‍👦‍👦	famille : femme, garçon et garçon
👩‍👧	famille : femme et fille
👩‍👧‍👦	famille : femme, fille et garçon
👩‍👧‍👧	famille : femme, fille et fille
🗣️	parler, parole, silhouette, tête qui parle, visage
👤	buste, silhouette, silhouette de buste
👥	bustes, silhouettes, silhouettes de bustes
🫂	accolade, au revoir, bonjour, merci, personnes qui s’étreignent
👣	empreinte, pas, pied, trace, traces de pas
🐵	singe, tête, tête de singe
🐒	singe
🦍	gorille
🦧	orang-outan, singe
🐶	animal, chien, compagnie, domestique, tête, tête de chien
🐕️	animal, chien, compagnie, domestique
🦮	accessibilité, animal, aveugle, chien guide, chien-guide, guide, non-voyant
🐕‍🦺	accessibilité, aide, assistance, chien, chien d’assistance
🐩	animal, caniche, compagnie, domestique
🐺	loup, tête
🦊	renard, tête
🐱	animal, chat, compagnie, domestique, tête, tête de chat
🐈️	animal, chat, compagnie, domestique
🦁	lion, tête, tête de lion, zodiaque
🐯	tigre, tête, tête de tigre
🐅	tigre
🐆	léopard
🐴	cheval, tête, tête de cheval
🐎	cheval, course, hippique, équestre
🦄	licorne, tête
🦌	cerf
🦬	bison, buffle, troupeau
🐮	tête, tête de vache, vache
🐂	bœuf, taureau, zodiaque
🐃	buffle
🐄	vache
🐷	cochon, tête, tête de cochon
🐖	cochon, porc
🐗	sanglier
🐽	cochon, groin, nez, nez de cochon, porc
🐏	bélier, zodiaque
🐑	brebis
🐐	capricorne, chèvre, zodiaque
🐪	bosse, dromadaire
🐫	bosses, chameau
🐘	éléphant
🦣	défenses, extinction, gros animal, mammouth
🦏	rhinocéros
🐭	souris, tête, tête de souris
🐁	souris
🐀	rat
🐹	animal, compagnie, domestique, hamster, tête, tête de hamster
🐰	lapin, tête, tête de lapin
🐇	animal, compagnie, domestique, lapin
🐿️	suisse, tamia, écureuil
🦇	chauve-souris, vampire
🐻	ours, tête
🐨	koala
🐼	panda, tête, tête de panda
🦥	endormi, lent, paresseux
🦦	joueur, loutre, pêcheur
🦨	animal, bête puante, mouffette, odeur, puer, putois
🦘	Australie, bébé kangourou, kangourou, marsupial, saut
🦡	blaireau, ratel
🐾	empreintes, empreintes d’animaux, foulées, marques, pas, pattes, traces
🦃	dinde, oiseau
🐔	oiseau, poule
🐓	coq, oiseau
🐣	oiseau, poussin, poussin qui éclôt, éclosion
🐤	oiseau, poussin
🐥	oiseau, poussin de face
🐦️	oiseau
🐧	oiseau, pingouin
🦆	canard, oiseau
🦢	cygne, jeune cygne, oiseau, vilain petit canard
🦤	Maurice, dodo, extinction, gros oiseau
🪶	léger, oiseau, plume, vol
🦩	flamant, rose, tropical
🐸	grenouille, tête, tête de grenouille
🐊	crocodile
🐢	tortue
🐍	serpent, serpentaire, zodiaque
🐲	dragon, tête, tête de dragon
🐉	contes, dragon, fantastique, fées, merveilleux
🦖	T. rex, Tyrannosaurus Rex
🐳	baleine, baleine qui expulse de l’eau, expulse de l’eau, souffle
🐋	baleine
🐬	dauphin, flipper
🐠	poisson, tropical
🐡	poisson, poisson-globe
🐙	pieuvre
🐌	escargot
🐛	chenille, insecte
🐜	fourmi, insecte
🐝	abeille, insecte
🐞	bête à bon dieu, catherine, coccinelle, coléoptère, insecte
🪳	cafard, coquerelle, insecte, nuisible
🕷️	araignée
🦂	scorpion, zodiaque
🪰	maladie, mouche, pourrissement, puanteur, ver
🪱	annélide, parasite, ver, ver de terre
🌸	cerisier, fleur, fleur de cerisier
💮	blanche, fleur
🪴	ennuyeux, faire pousser, intérieur, inutile, plante, plante en pot, prendre soin
🌲	arbre, conifère, feuillage persistant
🌾	plant, plant de riz, riz
☘️	plante, trois feuilles, trèfle, trèfle à trois feuilles
🍀	chance, quatre feuilles, trèfle, trèfle à quatre feuilles
🍁	feuille, feuille d’érable, érable
🍂	feuille, morte
🍃	feuille, virevoltante
🍉	fruit, melon d’eau
🍊	fruit, orange, tangerine
🍎	fruit, pomme, rouge
🍏	fruit, pomme, verte
🫐	baies, bleuets, myrtilles
🫒	nourriture, olive
🌽	blé d’Inde, maïs, épi de blé d’Inde, épi de maïs
🫑	légume, piment, poivron, poivron rouge
🥬	chinois, chou, frisé, laitue, légume à feuilles vertes, pommé
🥦	brocoli, chou sauvage
🧄	ail, aromatisant, assaisonnement, condiment
🧅	aromatisant, assaisonnement, condiment, oignon
🍄	champignon, vénéneux
🥜	arachide, arachides, cacahuète, noisette
🍞	baguette, pain
🫓	arepa, galette, lavash, naan, pain plat, pita
🥞	crêpe, crêpes, pancake
🧀	fromage, morceau, morceau de fromage
🍖	os, viande, viande sur son os
🍗	cuisse, cuisse de poulet, os, poulet, volaille
🥓	bacon
🍔	burger, hambourgeois, hamburger
🍟	frites, patate
🌭	Francfort, chien chaud, hot dog, saucisse
🥙	chichekébab, doner, falafel, gyro, kébab, pain plat garni, pita
🥚	aliment, nourriture, œuf
🍳	cuisine, friture, poêle, œuf
🥘	casserole, nourriture, paella, plat mitonné, poêle, repas
🍲	bol de nourriture, marmite, ragoût
🫕	chocolat, fondu, fondue, fromage, plat, suisse
🍿	pop-corn, popcorn
🧈	beurre, produit laitier
🧂	condiment, mélangeur, sel
🍱	bento, boîte, boîte à bento
🍘	craquelin, craquelin de riz, riz
🍙	boulette, boulette de riz, riz
🍚	bol, bol de riz, riz
🍠	douce, grillée, patate, patate douce grillée
🍢	brochette, fruits de mer, oden
🍤	crevette, crevette frite
🍥	gâteau au poisson, narutomaki, pâté de poisson, surimi, surimi avec décoration
🍡	Brochette, dango, dessert, japonais, sucré
🥟	dumpling, empanada, gyōza, jiaozi, pierogi, potsticker
🦀	cancer, crabe, zodiaque
🦐	crevette, crustacé, nourriture
🍦	cornet, crème glacée, crème glacée molle, dessert, glace
🍧	glace, glace pilée, pilée
🍨	crème, crème glacée, dessert, glace, sucré
🍩	beigne, beignet, dessert, sucré
🍪	biscuit, dessert, sucré
🎂	anniversaire, dessert, fête, gâteau, gâteau de fête, pâtisserie
🍰	dessert, gâteau, gâteau sablé, part, pâtisserie, sucrerie
🧁	cupcake, petit gâteau, pâtisserie, sucrerie
🍫	barre, chocolat, dessert, sucré, tablette de chocolat
🍬	bonbon, dessert, sucrerie, sucré
🍭	dessert, sucrerie, sucré, suçon
🍮	crème caramel, dessert, pudding, sucré
☕️	boisson chaude, café, thé
🍵	boisson, tasse, thé
🍶	bar, boisson, bouteille, saké, tasse
🍷	bar, boisson, verre, verre de vin, vin
🍹	cocktail, tropical, verre
🍺	bar, bière, boisson, chope, chope de bière
🍻	bar, bière, boisson, chope, chopes de bière qui tintent, trinquer
🥂	boisson, célébrer, trinquer, verre, verres qui tintent
🥃	bourbon, liqueur, spiritueux, verre, whisky
🥤	jus de fruits, paille, soda, verre, verre avec paille
🧋	lait, perles, thé, thé aux perles
🧃	boîte à boire, briquette de jus, carton, jus de fruits
🍽️	assiette, couteau, couverts, fourchette, fourchette et couteau avec assiette
🍴	couteau, couverts, fourchette, fourchette et couteau, repas
🏺	amphore, cuisine, vase, verseau, zodiaque
🌍	afrique, europe, globe, globe qui montre l’Europe et l’Afrique, monde
🌎️	amérique, globe, globe qui montre l’Amérique, monde
🌏	asie, australie, globe, globe qui montre l’Asie et l’Australie, monde
🌐	globe, globe qui montre les méridiens, monde, méridiens, terre
🗺️	carte, carte du monde, monde
🏔️	enneigée, montagne, neige
🌋	montagne, volcan, éruption
🗻	Fuji, mont, montagne
🏖️	parasol, plage, plage et parasol
🏝️	déserte, île
🏞️	national, parc
🏛️	classique, monument
🏗️	bâtiment, construction, construction d’un bâtiment
🪨	lourde, roche, rocher, solide
🛖	hutte, maison, ronde, yourte
🏚️	abandonnée, maison, ruine
🏡	jardin, logement, maison, maison avec jardin
🏢	bureaux, immeuble, immeuble de bureaux
🏣	bureau de poste japonais, bâtiment, japon, poste, poste japonaise
🏤	bureau, bureau de poste, poste
🏥	bâtiment, docteur, hôpital
🏩	couples, hôtel, hôtel pour couples
🏪	dépanneur, magasin, épicerie
🏯	château, japonais
🏰	château, européen
💒	amour, chapelle, idylle, mariage
🗽	statue de la Liberté
🛕	hindou, temple
⛩️	sanctuaire, shinto
🌃	nuit, étoiles, étoilée
🏙️	bâtiment, paysage urbain, ville
🌄	lever, lever de soleil sur les montagnes, montagnes, soleil
🌅	levant, matin, soleil
🌆	coucher, crépuscule, soir, soleil, ville, ville au crépuscule
🌇	coucher, coucher de soleil, soleil
🌉	nuit, pont, pont de nuit
♨️	source, sources thermales, thermale
🎠	carrousel, cheval, cheval de carrousel, manège
🎡	grande roue, parc d’attractions
🎢	montagnes, parc d’attractions, russes
🚂	chemin de fer, locomotive, moteur, train, vapeur
🚃	chemin de fer, train, tram, trolley, voiture, wagon, électrique
🚄	TGV, chemin de fer, grande vitesse, shinkansen, train, train à grande vitesse
🚅	chemin de fer, shinkansen, superexpress, train, train superexpress, vitesse
🚈	chemin de fer, métro léger, train de banlieue
🚉	chemin de fer, gare, train
🚊	tram, tramway, trolley, trolleybus
🚞	chemin de fer, montagne, train, train de montagne, voiture, wagon
🚋	tram, trolley, trolleybus, voiture, wagon de tramway
🚌	autobus, bus, véhicule
🚍️	autobus, bus, bus de face, de face, à l’arrivée
🚎	bus, tram, trolley, trolleybus
🚒	autopompe, camion, camion de pompier, incendie, pompier
🚓	patrouille, police, voiture, voiture de police
🚔️	de face, police, voiture, voiture de police de face
🚖	de face, taxi, taxi de face
🚗	automobile, char, voiture
🚘️	automobile, char, de face, voiture, voiture de face
🚙	loisirs, sport, utilitaire, véhicule
🛻	camion, camionnette
🚚	camion, camion de livraison, livraison
🚛	camion semi-remorque
🚲️	bicyclette, vélo
🛼	patin, patin à roulettes, roulettes
🚏	arrêt, arrêt de bus, autobus, bus
🛣️	autoroute, route, voie publique
🛤️	chemin de fer, train, voie ferrée
🛢️	baril, baril de pétrole, pétrole
⛽️	carburant, diesel, essence, pompe, pompe à essence, station
🚥	circulation, feu, feu de circulation horizontal, horizontal, tricolore
🚦	circulation, feu, feu de circulation vertical, tricolore, vertical
🛑	octogonal, signe, stop
⛵️	bateau, mer, voile, voilier, yacht
⛴️	bateau, passager, traversier
🛥️	bateau, bateau à moteur, moteur
🚢	bateau, navire, passager
✈️	avion
🛩️	avion, petit
🛫	avion, avion au décollage, décollage, départ, embarquement
🛬	arrivée, atterrissage, avion, avion à l’atterissage, débarquement
🪂	chute libre, parachute, parachute ascensionnel, parapente
🚟	suspendu, train
🚠	télécabine
🚡	funiculaire, tramway, téléphérique, voiture, wagon
🛎️	cloche, cloche de comptoir, comptoir, hôtel
⏳️	en cours, minuteur, sable, sablier, sablier avec sable qui coule
⏲️	heure, minuteur
🕰️	horloge, pendule de cheminée
🕛️	0 h, 12 h, midi, midi/minuit, minuit
🕧	00 h 30, 12 h 30, midi et demie, midi/minuit et demie, minuit et demie
🌑	lune, nouvelle
🌒	lune, premier croissant, premier croissant de lune
🌓	premier quartier de lune
🌔	gibbeuse croissante, lune, lune gibbeuse croissante
🌕️	lune, pleine
🌖	gibbeuse décroissante, lune, lune gibbeuse décroissante
🌗	dernier quartier, dernier quartier de lune, lune
🌘	dernier croissant, dernier croissant de lune, lune
🌙	croissant, croissant de lune, lune
🌚	lune, nouvelle, nouvelle lune avec visage, visage
🌛	lune, premier quartier, premier quartier de lune avec visage, visage
🌜️	dernier quartier, dernier quartier de lune avec visage, lune, visage
🌝	lune, pleine, pleine lune avec visage, visage
🌞	soleil, soleil avec visage, visage
🪐	planète à anneaux, saturne, saturnien, saturnienne
⭐️	étoile, étoile blanche moyenne
🌟	brillante, étoile
🌠	filante, étoile
🌌	Voie lactée, espace, voie lactée
⛅️	nuage, nuageux, soleil, soleil derrière un nuage
⛈️	nuage, nuage avec éclair et pluie, pluie, éclair
🌤️	nuage, petit nuage, soleil, soleil derrière un petit nuage
🌥️	gros nuage, nuage, soleil, soleil derrière un gros nuage
🌦️	nuage, nuage de pluie, soleil, soleil derrière un nuage de pluie
🌧️	nuage, nuage de pluie, pluie
🌨️	flocons, neige, nuage, nuage avec de la neige
🌩️	nuage, nuage avec un éclair, éclair
🌪️	nuage, tornade, tourbillon
🌫️	brouillard, nuage
🌬️	météo, souffle, vent, visage, visage qui souffle du vent
🌀	cyclone, ouragan, tourbillon, typhon
🌈	arc-en-ciel, pluie
🌂	fermé, parapluie, pluie, vêtement
☂️	parapluie, parapluie ouvert, pluie, vêtement
☔️	gouttes, parapluie, parapluie avec gouttes de pluie, pluie
⛱️	météo, parapluie, parasol, parasol sur le sol, pluie, soleil
⚡️	danger, haute tension, électricité
❄️	flocon, flocon de neige, froid, neige
☃️	bonhomme de neige, bonhomme de neige avec flocons, flocons, froid, neige
⛄️	bonhomme de neige, bonhomme de neige sans neige, froid, neige, sans
🔥	feu, flamme, outil
💧	bande dessinée, eau, goutte, goutte d’eau, gouttelette, sueur
🌊	eau, mer, océan, vague
🎄	célébration, noël, sapin de Noël
🎆	artifice, célébration, feu, feu d’artifice
🎇	artifice, bengale, célébration, feu, feu de Bengale
✨	étincelles, étoile
🎈	ballon, ballon de fête, fête
🎉	confettis, cornet, cornet à confettis, célébration, fête
🎊	boule, boule de confetti, confettis, célébration, fête
🎋	arbre, arbre à prières, japonais, tanabata
🎍	bambou, composition florale, composition florale japonaise, célébration, japonais
🎎	festival, japonais, japonaises, poupées
🎐	carillon, carillon à vent, clochette, fête, vent
🎑	cérémonie, cérémonie d’observation de la lune, lune
🎁	anniversaire, cadeau, célébration, fête, présent
🎗️	commémoratif, ruban, ruban commémoratif, souvenir
🎟️	billet, billet d’entrée, entrée, spectacle
🎖️	décoration, militaire, médaille
🏅	médaille, sportive
🥇	1er, 1re, médaille, médaille d’or, or, première place
🥈	2e, argent, deuxième, deuxième place, médaille, médaille d’argent
🥉	3e, bronze, médaille, médaille de bronze, troisième, troisième place
⚽️	ballon, ballon de soccer, foot, soccer
⚾️	balle, baseball
🥎	balle, balle molle, gant, molle, softball
🏀	ballon, ballon de basket, basket, basketball, panier
🏐	ballon, ballon de volley, volley
🏈	ballon, ballon de football, football
🏉	ballon, ballon de rugby, rugby
🎾	balle, raquette, tennis
🥏	disque d’équipe, disque volant
🎳	boule, bowling, jeu de quilles, quilles
🏏	balle, bâton, cricket
🏑	balle, bâton, gazon, hockey, hockey sur gazon
🏒	bâton, disque, glace, hockey, hockey sur glace, rondelle
🏓	balle, ping-pong, raquette, table, tennis, tennis de table
🏸	badminton, moineau, raquette, volant
🥊	boxe, gant, gant de boxe
🥋	arts martiaux, judo, karaté, kimono, taekwondo, uniforme d’arts martiaux
🥅	but, cage, filet
⛳️	drapeau, drapeau de golf, golf, trou
⛸️	glace, patin, patin à glace
🎣	canne, ligne, pêche, pêche à la ligne
🎽	athlétisme, course, maillot, maillot de course
🎿	neige, ski, skis
🎯	cible, dans le mille, fléchette
