😀	aodann, aodann le gàire, fiamh-ghàire, gàire
👩‍👩‍👦	boireannach, gille, teaghlach, teaghlach: boireannach, boireannach ’s gille
👩‍👩‍👧	boireannach, caileag, teaghlach, teaghlach: boireannach, boireannach ’s caileag
👩‍👩‍👧‍👦	boireannach, caileag, gille, teaghlach, teaghlach: boireannach, boireannach, caileag ’s gille
👩‍👩‍👦‍👦	boireannach, gille, teaghlach, teaghlach: boireannach, boireannach, gille ’s gille
👩‍👩‍👧‍👧	boireannach, caileag, teaghlach, teaghlach: boireannach, boireannach, caileag ’s caileag
👨‍👦	duine, gille, teaghlach, teaghlach: duine ’s gille
👨‍👦‍👦	duine, gille, teaghlach, teaghlach: duine, gille ’s gille
👨‍👧	caileag, duine, teaghlach, teaghlach: duine ’s caileag
👨‍👧‍👦	caileag, duine, gille, teaghlach, teaghlach: duine, caileag ’s gille
👨‍👧‍👧	caileag, duine, teaghlach, teaghlach: duine, caileag ’s caileag
👩‍👦	boireannach, gille, teaghlach, teaghlach: boireannach ’s gille
👩‍👦‍👦	boireannach, gille, teaghlach, teaghlach: boireannach, gille ’s gille
👩‍👧	boireannach, caileag, teaghlach, teaghlach: boireannach ’s caileag
👩‍👧‍👦	boireannach, caileag, gille, teaghlach, teaghlach: boireannach, caileag ’s gille
👩‍👧‍👧	boireannach, caileag, teaghlach, teaghlach: boireannach, caileag ’s caileag
🗣️	aodann, ceann, ceann a’ bruidhinn, sgàil-dhealbh bruidhinn, sgàil-riochd, silhouette
👤	com, sgàil-dhealbh, sgàil-riochd, silhouette, silhouette de chom
👥	com, sgàil-dhealbh, sgàil-riochd, silhouette, silhouette de chuim
👣	aodach, lorg, lorg coise, lorgan coise
🦰	falt, falt ruadh, ruadh
🦱	Afraganach, bachlach, dualach, falt, falt dualach
🦳	bàn, falt, falt bàn, liath, sean
🦲	aillse, bearradh, bearrte, ceimeo-theiripe, gun fhalt, lom, maoilean, maol
🐵	aodann, aodann muncaidh, muncaidh
🐒	muncaidh
🦍	goiriola, muncaidh
🦧	apa, muncaidh, orangutan
🐶	aodainn coin, aodann, cù, peata
🐕️	cù, peata
🦮	cù, cù-iùil, dall, doille, iùl, so-ruigsinneachd, stiùireadh, treòir, treòiriche, treòrachadh
🐕‍🦺	cù, cù-taice, seirbheis, so-ruigsinneachd, taic
🐩	cù, poodle
🐺	aodann, madadh-allaidh
🦊	aodann, madadh-ruadh, sionnach
🦝	annas, feòrachail, mathan-nighe, seòlta, slìogach, sròn
🐱	aodann, aodann cait, cat, peata
🐈️	cat, peata
🦁	aodann, grian-chriosach, leo, leòmhann
🐯	aodann, aodann tìgeir, tìgear
🐅	tìgear
🐆	liopard
🐴	aodann, aodann eich, each
🐎	each, each rèisidh, marcachd, rèis
🦄	aodann, aon-adharcach
🦓	stiall, stiallach, stiallan, sìobra
🦌	fiadh
🐮	aodann, aodann bà, bò, crodh, sprèidh
🐂	crodh, damh, grian-chriosach, sprèidh, tarbh, taurus
🐃	buabhall, buabhall-uisge, crodh, sprèidh, uisge
🐄	bò, crodh, sprèidh
🐷	aodann, aodann muice, muc
🐖	cràin, muc
🐗	muc, torc
🐽	aodann, gnos, gnos muice, muc, sròn
🐏	aries, caora, fireann, grian-chriosach, reithe
🐑	boireann, caora
🐐	capricorn, gobhar, grian-chriosach
🐪	croit, crotach, cruit, dromadair
🐫	bactrach, croit, crotach, cruit, càmhal
🦙	alpaca, clòimh, guanaco, lama, llama, vicuña
🦒	breac, breacach, breacan, sioraf
🐘	ailbhean
🦏	sròn-adharcach
🦛	each-aibhne
🐭	aodann, aodann lucha, luch, luchag
🐁	luch, luchag
🐀	radan
🐹	aodann, hamstair, peata
🐰	aodann, aodann rabaid, coineanach, peata, rabaid
🐇	coineanach, peata, rabaid
🐿️	chipmunk, feòrag-stiallach
🦔	bior, biorach, bioran, cràineag, dràineag, gràineag, uircean
🦇	bhampair, ialtag, ialtag-fhala
🐻	aodann, mathan
🐨	koala, mathan
🐼	aodann, panda
🦥	leisg, lunndaire-craoibhe, mall, slaodach
🦦	cleasach, dòbhran, iasgach, iasgaich
🦨	boladh, droch-bholadh, tùd, tùdair-stiallach
🦘	Astràilia, cangaru, leum, pocanach
🦡	broc, brocan, buair, buaireadh
🐾	lorg, lorgan spòige, làrach, spòg
🦃	cearc, cearc-Fhrangach, coileach-Frangach, coileach-Turcach, eun, eun-Frangach, eun-frangach, eunlaith
🐔	cearc, eun, eunlaith
🐓	coileach, eun, eunlaith
🐣	eun, eunlaith, gur, isean, isean ga ghur
🐤	eun, eunlaith, isean, isean beag
🐥	eun, eunlaith, isean, isean le aghaidh riut
🐦️	eun
🐧	ceann-fionn, eun
🕊️	calman, eun, itealadh, sgiathadh, sìth
🦅	eun, iolaire
🦆	eun, eunlaith, tunnag
🦢	eala, ealag, eun, isean grannda
🦉	cailleach-oidhche, eun, glic
🦩	flamingo, spaideil, tropaigeach
🦚	eucag, eun, feucag, moiteil, peucag, pròiseil, stàirneil, àrdan
🦜	bruidhinn, eun, pearraid, spùinneadair
🐸	aodann, losgann
🐊	crogall
🐢	seilche, sligeanach, toirtis, turtar
🦎	laghairt, snàigeach
🐍	giùlanair, grian-chriosach, nathair, ophiuchus
🐲	aodann, aodann dràgoin, dràgon, faoinsgeul
🐉	dràgon, faoinsgeul
🦕	brachiosaurus, brontosaurus, diplodocus, dìneasar, sauropod
🦖	T-Rex, Tyrannosaurus Rex, t-rex
🐳	aodann, muc-mhara, muc-mhara a’ sèideadh, sèideadh
🐋	muc-mhara
🐬	leumadair, leumadair-mara
🐟️	grian-chriosach, iasg, pisces, èisg
🐠	iasg, iasg tropaigeach, tropaigeach
🐡	iasg, iasg-sèididh
🦈	cearban, iasg, siorc
🐙	ochd-chasach
🐚	slige, slige shnìomhanach, snìomh, snìomhanach
🐌	cramag, gobhar-breac, seilcheag
🦋	amadan-dè, biastag, bèisteag, bòidheach, dealan-dè, dearbadan-dè, fiolan, meanbh-fhrìde, àlainn
🐛	biastag, bèisteag, daolag, fiolan, meanbh-fhrìde
🐜	biastag, bèisteag, fiolan, meanbh-fhrìde, seangan
🐝	biastag, bèisteag, fiolan, meanbh-fhrìde, seillean
🐞	biastag, bèisteag, daolag, daolag-bhreac, fiolan, meanbh-fhrìde
🦗	brobhadan, fionnan-feòir, greollan, leumadair-uaine, srannan
🕷️	biastag, bèisteag, damhan-allaidh, fiolan, meanbh-fhrìde
🕸️	damhan-allaidh, eige, lìon, lìon damhain-allaidh, oige
🦂	grian-chriosach, scorpio, sgairp
🦟	bhìoras, biastag, fiabhras, galar, mailèiria, mosgaid
🦠	amoeba, bacterium, baictear, bhìoras, bitheag, lobhag
💐	bad fhlùraichean, flùr
🌸	blàth, blàth siris, flùr, siris
💮	flùr, flùr geal
🏵️	flùr, lus, ròsag
🌹	flùr, ròs
🥀	flùr, flùr seacte, seacta, seacte
🌺	flùr, ìbisg
🌻	flùr, grian, neòinean, neòinean-grèine
🌼	blàth, flùr
🌷	flùr, tuiliop
🌱	sìolag, òg
🌲	craobh, craobh sìor-uaine
🌳	craobh, craobh sheargach, seargach
🌴	craobh, craobh-phailm, pailm
🌵	cactas, flùr, lus
🌾	dias, dias rìs, gràinnean, rìs
🌿	duilleag, luibh
☘️	flùr, lus, seamrag
🍀	4, ceithir, duilleag, seamrag, seamrag cheithir-dhuilleagach
🍁	craobh, duilleag, duilleag o chraobh-mhalpais, foghar, malpais, tuiteam
🍂	duilleag, duilleagan an fhoghair, foghar, tuiteam
🍃	duilleag, duilleag a’ falbh leis a’ ghaoith, gaoth, sèideadh
🍇	fìon-dhearc, fìon-dhearcan, meas
🍈	meal-bhuc, meas
🍉	meal-bhuc uisge, meas
🍊	meas, orainds, orains, tangerine
🍋	liomaid, meas
🍌	banana, meas
🍍	anann, meas
🥭	mango, meas, tropaigeach
🍎	dearg, meas, ubhal, ubhal dearg
🍏	meas, uaine, ubhal, ubhal uaine
🍐	meas, peur
🍑	meas, peitseag
🍒	meas, siris, sirisean
🍓	dearcan, meas, sùbh, sùbh-làir
🥝	biadh, kiwi, meas, meas kiwi
🍅	glasraich, meas, tomàto
🥥	cnò-chòco, pailm, piña colada
🥑	abhocado, biadh, meas
🍆	aubergine, glasraich
🥔	biadh, buntàta, glasraich
🥕	biadh, curran, glasraich
🌽	coirce, dias, dias Innseanach, innseanach
🌶️	piobar, piobar-teth, teth
🥒	biadh, cularan, glasraich, piceal, picil
🥬	bok choy, càl, leatas
🥦	brocail, càl
🧄	blas, blasachadh, creamh
🧅	blas, blasachadh, uinnean
🍄	balgan-buachair, balgan-buachrach
🥜	biadh, cnò, cnò-thalmhainn, cnòthan-talmhainn, glasraich
🌰	flùr, geanm-chnò, lus
🍞	aran, buileann, lofa
🥐	aran, biadh, croissant, frangach, rola corranach
🥖	aran, baguette, biadh, frangach
🥨	pretzel, toinnte
🥯	bagel, bèicearachd
🥞	biadh, breacag, breacagan, crêpe, foileag
🧇	baoth-chòmhradh, bleadraich, iarrann, neo-chinnteach, riachdalach, waffle
🧀	càise, staoig càise
🍖	cnàimh, feòil, feòil air a’ chnàimh
🍗	cas, cas circe, cearc, cnàmh, eunlaith
🥩	feòil, mairtfheoil, muicfheoil, muiltfheoil, sitheann, staoig, uainfheoil
🥓	beucon, biadh, feòil
🍔	hamburgair
🍟	sliseagan, tiops
🍕	càise, pizza, slis, sliseag
🌭	frankfurter, hot dog, hotdog, isbean
🥪	aran, ceapaire
🌮	meagsagach, taco
🌯	burrito, meagsagach, wrap
🥙	aran rèidh, aran rèidh lìonta, biadh, falafel, gyro, kebab, lìonta
🧆	bàla-feòla, cearc-pheasair, cic-pheasair, falafel
🥚	biadh, ugh
🍳	adhann, còcaireachd, praidhigeadh, ugh
🥘	adhann, adhann le biadh, biadh, casaroil, eu-domhain, paella
🍲	poit, poit le biadh, stiubha
🥣	bobhla le spàin, bracaist, gràinean
🥗	biadh, sailead, sailead uaine, uaine
🍿	popcorn
🧈	bainne, bathar-bainne, biadh-bainne, bà, bò, ìm, ùrachd na bà
🧂	abhlan, alltann, annlann, anntann, crathadair, salainn, spìos
🥫	biadh ann an cana, cana
🍱	bento, bogsa, bogsa bento
🍘	cracair, cracair rìs, rìs
🍙	ball, ball rìs, iapanach, rìs, seapanach
🍚	bruich, rìs, rìs bruich
🍛	curry, curry is rìs, rìs
🍜	bobhla, bobhla le ceò às, ceò, nùdail, ramen
🍝	nùdail, pasta, spaghetti
🍠	buntàta, buntàta milis ròsta, milis, ròiste, ròsta
🍢	bior, feamann, iasg, kebab, maorach, oden
🍣	sushi
🍤	fraidhig, fraidhigeadh, muasgain-chaola air am fraidhigeadh, muasgan-caol, praidhig, praidhigeadh, tempura
🍥	cuairteag, cèic, cèic-èisg le cuairteag sa mheadhain, iasg, pastraidh
🥮	cèic-ghealaich, foghar, fèis, yuèbǐng
🍡	bior, dango, iapanach, milis, milseag, seapanach
🥟	dumplag, empanada, gyōza, jiaozi, pierogi
🥠	briosgaid fortain, fàdh, fàisneachd, fàistinn, fàthach
🥡	bogsa bidhe, bogsa takeout, sìneach
🦀	cancer, crùbag, grian-chriosach, partan
🦞	giomach, maorach, spògan, ìnean
🦐	beag, biadh, carrain, maorach
🦑	biadh, gibearnach, moileasg
🦪	daibheadh, daoibhigeadh, eisir, neamhnaid
🍦	bog, milis, milseag, reòiteag, reòiteag bhog, uachdar
🍧	bearrte, deigh, deigh bhearrte, milis, milseag, reòiteag
🍨	milis, milseag, reòiteag, uachdar
🍩	doughnut, milis, milseag
🍪	briosgaid, milis, milseag
🎂	co-là-breith, comharrachadh, cèic, cèic co-là-breith, milis, milseag, pastraidh
🍰	cèic, milis, milseag, pastraidh, shortcake, sliseag
🧁	bèicearachd, cèic-chuachaige, milis
🥧	lìonadh, pastraidh, pigheann, pàidh
🍫	bàr, bàr teòclaid, milis, milseag, teòclaid
🍬	milis, milseag, suiteas
🍭	lollipop, milis, milseag, suiteas
🍮	milis, milseag, ughagan
🍯	mil, milis, poit, poit meala
🍼	bainne, botal, botal leinibh, deoch, leanabh
🥛	bainne, deoch, glainne, glainne de bhainne, òl
☕️	ceò, cofaidh, deoch, deoch theth, teatha, teth, tì
🍵	cupa, cupa-tì gun chluas, cupan, deoch, teatha, tì
🍶	botal, bàr, cupa, cupan, deoch, sake
🍾	botal, botal le àirc a’ leumadh às, brag, bàr, deoch, leumadh, popadh, àirc
🍷	bàr, deoch, fìon, glainne, glainne-fhìona, òl
🍸️	bàr, cocktail, deoch, glainne, glainne cocktail, òl
🍹	bàr, deoch, deoch thropaigeach, tropaigeach, òl
🍺	beòir, bàr, deoch, leann, muga, muga beòir, òl
🍻	beòir, bàr, deoch, gliongadaich, leann, muga, mugaichean beòir a’ gliongadaich, òl
🥂	comharrachadh, cèilidh, deoch, glaineachan a’ gliongadaich, glainne, gliongadaich, òl
🥃	deoch làidir, glainne, tumblair, uisge-beatha
🥤	cupa le stràbh, sòda, sùgh
🧃	bogsa, carton, carton dighe, deoch, sùgh
🧉	deoch, teatha mate
🧊	beinn-deighe, beinn-eighe, ciùb deighe, cnoc-deighe, cnoc-eighre, deig, eigh, eigh-bheinn, fuar
🥢	bioran-ithe, hashi
🍽️	còcaireachd, forc, forc is sgian le truinnsear, sgian, truinnsear
🍴	còcaireachd, forc, forc is sgian, sgian
🥄	innealan bùird, spàin
🔪	acainn, arm, còcaireachd, hocho, inneal, sgian, sgian cidsin
🏺	acainn, amfora, aquarius, arm, còcaireachd, deoch, fear-giùlain uisge, grian-chriosach, inneal, siuga, òl
🌍	afraga, cruinne, globa, globa a’ sealltainn an Roinn-Eòrpa agus Afraga, roinn-eòrpa, saoghal, talamh
🌎️	aimeireaga, cruinne, globa, globa a’ sealltainn an dà Aimeireaga, saoghal, talamh
🌏	astràilia, cruinne, globa, globa a’ sealltainn Àisia agus Astràilia, saoghal, talamh, àisia
🌐	cruinne, globa, globa le meadhan-loidhnichean, meadhan-loidhne, meadhan-loidhnichean, saoghal, talamh
🗺️	mapa, mapa an t-saoghail, saoghal
🗾	iapan, mapa, mapa dhen t-Seapan, seapan
🧭	clach-iùil, combaist, iùil, magnaiteach, seòladaireachd, sligheadaireachd, stiùireadh
🏔️	beinn, beinn le sneachd air a mullach, fuar, sneachd
⛰️	beinn
🌋	beinn, beinn-theine, spreadhadh
🗻	Beinn Fuji, beinn, fuji
🏕️	campachadh
🏖️	sgàilean, tràigh, tràigh le sgàilean
🏜️	fàsach
🏝️	eilean, eilean fàs, fàsach
🏞️	pàirc, pàirc nàiseanta
🏟️	stèideam
🏛️	clasaigeach, togalach clasaigeach
🏗️	togail, togail taighe
🧱	aol, aol-tàthaidh, balla, breige, breigichean, criadh
🏘️	taighean
🏚️	taigh, tobhta
🏠️	dachaidh, dachaigh, dhachaidh, dhachaigh, taigh
🏡	dachaidh, dachaigh, dhachaidh, dhachaigh, gàrradh, lios, taigh, taigh le gàrradh
🏢	togalach, togalach oifisean
🏣	iapanach, oifis-puist Sheapanach, post, seapanach
🏤	eòrpach, oifis a’ phuist, post
🏥	dotair, leigheas, ospadal
🏦	banca, togalach
🏨	taigh-òsta, togalach
🏩	gaol, suirghe, taigh-òsta, taigh-òsta gaoil
🏪	bùth, bùth ghoireasach, goireasach
🏫	sgoil, togalach
🏬	bùth, mòr-bhùth
🏭️	factaraidh, togalach
🏯	caisteal, caisteal Seapanach, iapanach, seapanach
🏰	caisteal, eòrpach
💒	banais, caibeal, romansa, romansachd
🗼	tokyo, tùr, tùr Tokyo
🗽	saorsa, Ìomhaigh na Saorsa, ìomhaigh
⛪️	creideamh, crois, crìostaidh, eaglais
🕌	creideamh, ioslam, mosg, muslamach
🛕	Hionduthach, teampall, teampall Hionduthach
🕍	creideamh, iùdhach, sionagog, teampall
⛩️	creideamh, naomh-chiste, naomh-chiste shinto, shinto
🕋	creideamh, ioslam, ka’aba, muslamach
⛲️	fuaran
⛺️	campachadh, teanta
🌁	ceò, ceòthach
🌃	oidhche, oidhche rionnagach, rionnag
🏙️	baile, mòr-bhaile
🌄	beinn, camhanaich, grian, madainn, èirigh na grèine, èirigh na grèine thar bheanntan
🌅	camhanaich, grian, madainn, èirigh na grèine
🌆	baile, ciaradh, ciaradh sa bhaile mhòr, dreach-tìre, feasgar, grian, laighe na grèine, mòr-bhaile
🌇	ciaradh, grian, laighe na grèine
🌉	drochaid, drochaid air an oidhche, oidhche
♨️	ceò, fuaran, fuaran teth, teth
🎠	each, each-timcheallain, timcheallan
🎡	cuibhle, pàirc fhaoin-chleasan, roth-mòr
🎢	còrsair, pàirc fhaoin-chleasan, rolair, rolair-còrsair
💈	barbair, cliop, gruagaire, pòla, pòla barbair
🎪	pàillean, pàillean siorcais, siorcas, teanta
🚂	carbad-smùide, einnsean, rathad-iarainn, rèile, smùid, trèana
🚃	bus-troilidh, càr, còidse, còidse rèile, dealanach, rathad-iarainn, rèile, slighe-iarainn, trama, trèana
🚄	astar, luaths, rathad-iarainn, rèile, shinkansen, slighe-iarainn, trèana, trèana fhìor luath
🚅	astar, luaths, rathad-iarainn, rèile, shinkansen, slighe-iarainn, sròn chruinn, trèana, trèana fhìor luath le sròn chruinn
🚆	rathad-iarainn, rèile, slighe-iarainn, trèana
🚇️	fo-thalamh, meatro
🚈	rathad-iarainn, rèile, rèile aotrom, slighe-iarainn
🚉	rathad-iarainn, rèile, slighe-iarainn, stèisean, trèana
🚊	bus-troilidh, trama
🚝	aona-rèile, carbad
🚞	beinn, càr, còidse, rathad-iarainn, rèile, rèile-bheinne, slighe-iarainn
🚋	bus-troilidh, càr, còidse, còidse trama, trama
🚌	bus, carbad
🚍️	bus, bus a’ tighinn thugad, tighinn
🚎	bus, bus-troilidh, trama, troilidh
🚐	bus, meanbh-bhus
🚑️	carbad, carbad-eiridinn
🚒	einnsean, einnsean-smàlaidh, làraidh, smàladh, teine, truca
🚓	càr, càr poileis, freiceadan, poileas
🚔️	càr, càr poileis a’ tighinn thugad, poileas, tighinn
🚕	carbad, tacsaidh
🚖	tagsaidh, tagsaidh a’ tighinn thugad, tighinn
🚗	càr
🚘️	càr, càr a’ tighinn thugad, tighinn
🚙	cleasachail, sport utility vehicle, suv
🚚	làraidh, làraidh-lìbhrigidh, lìbhrigeadh
🚛	làraidh, làraidh altanach, semi, truca
🚜	carbad, tractar
🏎️	càr, càr rèisidh, rèis, rèiseadh
🏍️	motar-baidhg, rèis, rèiseadh
🛵	motair, sgùtair, sgùtair-motair
🦽	cathair-chuibhle a làimh, so-ruigsinneachd
🦼	cathair-chuibhle le einnsein, so-ruigsinneachd
🛺	càr, càr-rickshaw, rickshaw, tuk tuk
🚲️	baic, baidhg, baidhseagal, rothair
🛴	breabadh, sgùtair, sgùtair-breabaidh
🛹	bòrd, spèileabord
🚏	bus, stad, stad-bhusaichean
🛣️	mòr-rathad, rathad, rathad-mòr
🛤️	rathad-iarainn, rèile, slighe-iarainn, trèana
🛢️	druma, druma ola, ola
⛽️	connadh, peatral, pumpa, pumpa-connaidh, stèisean
🚨	cuairt, càr, leus, poileas, solas, solas càr poileis
🚥	siognail, solais-thrafaig chòmhnard, solas, trafaig
🚦	siognail, solais-thrafaig inghearach, solas, trafaig
🛑	ochd-cheàrnach, ochd-shliosach, sanas, sanas “Stad”, stad
🚧	bacadh, togail
⚓️	acainn, acair, long
⛵️	bàta, bàta-seòlaidh, geat, muir, sgoth, turasachd
🛶	bàta, canù
🚤	bàta, luath-bhàta
🛳️	long, long thaistealach, taistealach
⛴️	bàta, bàta-aiseig, taistealach
🛥️	bàta, bàta-motair, motar
🚢	bàta, long, taistealach
✈️	itealan, plèana
🛩️	itealan, itealan beag, plèana
🛫	check-in, falbh, fàgail, fàgail itealain, itealan, plèana
🛬	itealan, landadh, plèana, ruigsinn, ruigsinn itealain
🪂	daibheadh-speura, daoibhigeadh-adhair, paraisiut
💺	cathair, suidheachan, sèithear
🚁	carbad, heileacoptar
🚟	crochadh, rèile, rèile-chrochaidh
🚠	beinn, carbad-càbaill beinne, càball, gondola
🚡	adhar, carbad, càball, gondola, trama, trama-adhair
🛰️	fànas, saideal, speur
🚀	fànas, rocaid, speur
🛸	UFO, soitheach-fànais
🛎️	clag, clag taigh-òsta, gille-cluig, pèidse, taigh-òsta
🧳	bagaist, pacadh, siubhail, siubhal
⌛️	gaineamh, glainne-uarach, glainne-uarach dheiseil, tìmear
⏳️	gaineamh, glainne-uarach, glainne-uarach nach eil deiseil, tìmear
⌚️	cleoc, cloc, gleoc, uaireadair
⏰	caismeachd, cleoc, cloc, cloc caismeachd, gleoc
⏱️	cleoc, cloc, gleoc, stad-uaireadair
⏲️	cleoc, cleoc tìmeir, cloc, gleoc, tìmear
🕰️	cleoc, cleoc sgeilpe, cloc, gleoc
🕛️	00, 12, 12:00, cleoc, cloc, dà dheug, dà uair dheug, gleoc, uair
🕧	12, 12:30, 30, cleoc, cloc, dà dheug, leth-uair, leth-uair an dèidh dà dheug, trithead, uair
🕐️	00, 1, 1:00, aon, cleoc, cloc, gleoc, uair
🕜	1, 1:30, 30, aon, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh uair, trithead, uair
🕑️	00, 2, 2:00, cleoc, cloc, dà, dà uair, gleoc, uair
🕝	2, 2:30, 30, cleoc, cloc, dà, gleoc, leth-uair, leth-uair an dèidh dà, trithead, uair
🕒️	00, 3, 3:00, cleoc, cloc, gleoc, trì, trì uairean, uair
🕞	3, 30, 3:30, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh trì, trithead, trì, uair
🕓️	00, 4, 4:00, ceithir, ceithir uairean, cleoc, cloc, gleoc, uair
🕟	30, 4, 4:30, ceithir, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh ceithir, trithead, uair
🕔️	00, 5, 5:00, cleoc, cloc, còig, còig uairean, gleoc, uair
🕠	30, 5, 5:30, cleoc, cloc, còig, gleoc, leth-uair, leth-uair an dèidh còig, trithead, uair
🕕️	00, 6, 6:00, cleoc, cloc, gleoc, sia, sia uairean, uair
🕡	30, 6, 6:30, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh sia, sia, trithead, uair
🕖️	00, 7, 7:00, cleoc, cloc, gleoc, seachd, seachd uairean, uair
🕢	30, 7, 7:30, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh seachd, seachd, trithead, uair
🕗️	00, 8, 8:00, cleoc, cloc, gleoc, ochd, ochd uairean, uair
🕣	30, 8, 8:30, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh ochd, ochd, trithead, uair
🕘️	00, 9, 9:00, cleoc, cloc, gleoc, naoidh, naoidh uairean, uair
🕤	30, 9, 9:30, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh naoidh, naoidh, trithead, uair
🕙️	00, 10, 10:00, cleoc, cloc, deich, deich uairean, gleoc, uair
🕥	10, 10:30, 30, cleoc, cloc, deich, gleoc, leth-uair, leth-uair an dèidh deich, trithead, uair
🕚️	00, 11, 11:00, aon deug, aon uair deug, cleoc, cloc, gleoc, uair
🕦	11, 11:30, 30, aon deug, cleoc, cloc, gleoc, leth-uair, leth-uair an dèidh aon uair deug, trithead, uair
🌑	dorch, gealach, gealach ùr, ùr
🌒	cinntinn, corranach, fàs, gealach, gealach chorranach a’ cinntinn
🌓	ceathramh, gealach, gealach sa chiad cheathramh
🌔	cinntinn, crotach, fàs, gealach, gealach chrotach a’ fàs
🌕️	gealach, làn, làn-ghealach
🌖	briseadh, crotach, gealach, gealach chrotach a’ traoghadh, traoghadh
🌗	ceathramh, gealach, gealach sa cheathramh mu dheireadh
🌘	briseadh, corranach, gealach, gealach chorranach a’ traoghadh, traoghadh
🌙	corranach, gealach, gealach chorranach
🌚	aodann, gealach, gealach ùr le aodann
🌛	aodann, ceathramh, gealach, gealach sa chiad cheathramh le aodann
🌜️	aodann, ceathramh, gealach, gealach sa cheathramh mu dheireadh le aodann
🌡️	aimsir, sìde, teas-mheidh
☀️	a’ ghrian, gathan, grianach, soilleir
🌝	aodann, gealach, gealach làn le aodann, làn, soilleir
🌞	aodann, a’ ghrian le aodann oirre, grian, soilleir
🪐	Rionnag nan Roth, Sathairn, gruamach, planaid fhàinneach, satarn, saturn
⭐️	reul, rionnag, rionnag mheadhanach gheal
🌟	boillsgeadh, dealrach, dealradh, priobadh reul, rionnag, rionnag dhealrach
🌠	dreag, earballach, reul, rionnag, rionnag earballach, tuiteam
🌌	Slighe Chlann Uisnich, fànas, speur
☁️	aimsir, neul, sìde
⛅️	a’ ghrian air cùl sgòtha, grian, neul, sgòth
⛈️	neul, neul le dealanaich ’s uisge, tàirneanach, uisge
🌤️	a’ ghrian air cùl neòil bhig, grian, neul, sgòth
🌥️	a’ ghrian air cùl sgòtha mhòir, grian, neul, sgòth
🌦️	a’ ghrian air cùl sgòtha uisge, grian, neul, sgòth, uisge
🌧️	neul, sgòth, sgòth le uisge, uisge
🌨️	fuar, neul, sgòth, sgòth le sneachd, sneachd
🌩️	dealanaich, neul, neul le dealanaich, sgòth
🌪️	neul, sgòth, tornàdo
🌫️	ceò, neul
🌬️	aodann, aodann na gaoithe, gaoth, neul, sgòth, sèideadh
🌀	cuairt, cuairt-gaoithe, gaoith, tuaineal
🌈	bogha-froise, uisge
🌂	aodach, sgàilean, sgàilean-uisge dùinte, uisge
☂️	aodach, sgàilean-uisge, uisge
☔️	aodach, boinne, sgàilean, sgàilean-uisge le boinnean uisge, uisge
⛱️	grian, sgàilean, sgàilean air an làr, uisge
⚡️	cunnart, dealan, dealanach, dealanaich, voltachd, voltachd àrd
❄️	bleideag-shneachda, fuar, sneachd
☃️	bodach-sneachda, fuar, sneachd
⛄️	bodach-sneachd gun sneachd, bodach-sneachda, fuar, sneachd
☄️	comaid, fànas, speur
🔥	acainn, lasair, teine
💧	boinne, boinneag, dealbh-èibhinn, fallas, fuar
🌊	cuan, stuagh, tonn, uisge
🎃	comharrachadh, lanntair, lanntair peapaig, oidhche shamhna, peapag, samhainn
🎄	comharrachadh, craobh, craobh Nollaig, nollaig
🎆	cleasan-teine, comharrachadh
🎇	cleasan-teine, comharrachadh, lainnir, lainnireag, sradag
🧨	cleasan-teine, dineamait, dìorrasan-fùdair, spreadhach, spreadhadh
✨	lainnir, lainnirean, reul, rionnag
🎈	bailiùn, comharrachadh
🎉	bragadair, bragadair pàrtaidh, comharrachadh, cèilidh, pàrtaidh
🎊	ball, ball confetti, bàla, comharrachadh, confetti, cèilidh
🎋	bratach, comharrachadh, craobh, craobh tanabata, iapanach, seapanach
🎍	bambù, comharrachadh, giuthais, iapanach, seapanach, sgeadas giuthais
🎎	comharrachadh, doileag, doileagan Seapanach, iapanach, seapanach
🎏	bratach, bratach carbhain, carbhan, comharrachadh, cèilidh
🎐	clag, clagan, clagan-gaoithe, comharrachadh, gaoth
🎑	comharrachadh, deas-ghnàth, gealach, latha coimhead na gealaich
🧧	airgead, cèiseag dhearg, fortan, hóngbāo, lai see, prèasant, sonas, tìodhlac
🎀	comharrachadh, ribean
🎁	bogsa, comharrachadh, paisgte, prèasant, prèasant paisgte, tìodhlac
🎗️	comharrachadh, cuimhneachan, ribean, ribean cuimhneachaidh
🎟️	bileag, cairt-fharaidh, cead a-steach, inntrigeadh, ticead, ticeadan inntrigidh, ticeard, ticeid, tiocaid, tiogaid
🎫	bileag, cairt-fharaidh, cead a-steach, inntrigeadh, ticead, ticeard, ticeid, tiocaid, tiogaid
🎖️	arm, bonn, bonn an airm, comharrachadh
🏆️	cuach-bhuaidhe, duais
🏅	bonn, bonn spòrs
🥇	bonn, bonn a’ chiad àite, chiad, ciad, òr
🥈	airgead, bonn, bonn an dàrna àite, dara, dàrna
🥉	bonn, bonn an treas àite, treas, treasamh, uamha
⚽️	ball, ball-coise, bàla
⚾️	ball, ball-beusa, bàla
