😀	منہ, چہرہ, کھل کے ہنستا چہرہ, کھلا, ہنسی
🙆🏽‍♀	اجازت دینا, اشارہ, اوکے, جلد کی درمیانی رنگت, عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت: جلد کی درمیانی رنگت
🙆🏾‍♀	اجازت دینا, اشارہ, اوکے, جلد کی درمیانی سیاہ رنگت, عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت
🙆🏿‍♀	اجازت دینا, اشارہ, اوکے, جلد کی سیاہ رنگت, عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت, ٹھیک ہے کا اشارہ کرتی ہوئی عورت: جلد کی سیاہ رنگت
💁	مدد, معلومات, معلوماتی ڈیسک والا بندہ
💁🏻	جلد کی ہلکی رنگت, مدد, معلومات, معلوماتی ڈیسک والا بندہ, معلوماتی ڈیسک والا بندہ: جلد کی ہلکی رنگت
💁🏼	جلد کی درمیانی -ہلکی رنگت, مدد, معلومات, معلوماتی ڈیسک والا بندہ, معلوماتی ڈیسک والا بندہ: جلد کی درمیانی -ہلکی رنگت
💁🏽	جلد کی درمیانی رنگت, مدد, معلومات, معلوماتی ڈیسک والا بندہ, معلوماتی ڈیسک والا بندہ: جلد کی درمیانی رنگت
💁🏾	جلد کی درمیانی سیاہ رنگت, مدد, معلومات, معلوماتی ڈیسک والا بندہ, معلوماتی ڈیسک والا بندہ: جلد کی درمیانی سیاہ رنگت
💁🏿	جلد کی سیاہ رنگت, مدد, معلومات, معلوماتی ڈیسک والا بندہ, معلوماتی ڈیسک والا بندہ: جلد کی سیاہ رنگت
💁‍♂	تجویر, تجویز دیتا ہوا مرد, رائے, مرد, معلومات
💁🏻‍♂	تجویر, تجویز دیتا ہوا مرد, تجویز دیتا ہوا مرد: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, رائے, مرد, معلومات
💁🏼‍♂	تجویر, تجویز دیتا ہوا مرد, تجویز دیتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, رائے, مرد, معلومات
💁🏽‍♂	تجویر, تجویز دیتا ہوا مرد, تجویز دیتا ہوا مرد: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, رائے, مرد, معلومات
💁🏾‍♂	تجویر, تجویز دیتا ہوا مرد, تجویز دیتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, رائے, مرد, معلومات
💁🏿‍♂	تجویر, تجویز دیتا ہوا مرد, تجویز دیتا ہوا مرد: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, رائے, مرد, معلومات
💁‍♀	تجویر, تجویز دیتی ہوئی عورت, رائے, عورت, معلومات
💁🏻‍♀	تجویر, تجویز دیتی ہوئی عورت, تجویز دیتی ہوئی عورت: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, رائے, عورت, معلومات
💁🏼‍♀	تجویر, تجویز دیتی ہوئی عورت, تجویز دیتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, رائے, عورت, معلومات
💁🏽‍♀	تجویر, تجویز دیتی ہوئی عورت, تجویز دیتی ہوئی عورت: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, رائے, عورت, معلومات
💁🏾‍♀	تجویر, تجویز دیتی ہوئی عورت, تجویز دیتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, رائے, عورت, معلومات
💁🏿‍♀	تجویر, تجویز دیتی ہوئی عورت, تجویز دیتی ہوئی عورت: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, رائے, عورت, معلومات
🙋	اٹھانا, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص
🙋🏻	اٹھانا, جلد کی ہلکی رنگت, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص, ہاتھ بلند کیے خوش شخص: جلد کی ہلکی رنگت
🙋🏼	اٹھانا, جلد کی درمیانی -ہلکی رنگت, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص, ہاتھ بلند کیے خوش شخص: جلد کی درمیانی -ہلکی رنگت
🙋🏽	اٹھانا, جلد کی درمیانی رنگت, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص, ہاتھ بلند کیے خوش شخص: جلد کی درمیانی رنگت
🙋🏾	اٹھانا, جلد کی درمیانی سیاہ رنگت, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص, ہاتھ بلند کیے خوش شخص: جلد کی درمیانی سیاہ رنگت
🙋🏿	اٹھانا, جلد کی سیاہ رنگت, خوش, ہاتھ, ہاتھ بلند کیے خوش شخص, ہاتھ بلند کیے خوش شخص: جلد کی سیاہ رنگت
🙋‍♂	اشارہ, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھانا
🙋🏻‍♂	اشارہ, جلد کی ہلکی رنگت, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھاتا ہوا مرد: جلد کی ہلکی رنگت, ہاتھ اٹھانا
🙋🏼‍♂	اشارہ, جلد کی درمیانی -ہلکی رنگت, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھاتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, ہاتھ اٹھانا
🙋🏽‍♂	اشارہ, جلد کی درمیانی رنگت, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھاتا ہوا مرد: جلد کی درمیانی رنگت, ہاتھ اٹھانا
🙋🏾‍♂	اشارہ, جلد کی درمیانی سیاہ رنگت, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھاتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, ہاتھ اٹھانا
🙋🏿‍♂	اشارہ, جلد کی سیاہ رنگت, مرد, ہاتھ اٹھاتا ہوا مرد, ہاتھ اٹھاتا ہوا مرد: جلد کی سیاہ رنگت, ہاتھ اٹھانا
🙋‍♀	اشارہ, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھانا
🙋🏻‍♀	اشارہ, جلد کی ہلکی رنگت, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھاتی ہوئی عورت: جلد کی ہلکی رنگت, ہاتھ اٹھانا
🙋🏼‍♀	اشارہ, جلد کی درمیانی -ہلکی رنگت, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھاتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, ہاتھ اٹھانا
🙋🏽‍♀	اشارہ, جلد کی درمیانی رنگت, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھاتی ہوئی عورت: جلد کی درمیانی رنگت, ہاتھ اٹھانا
🙋🏾‍♀	اشارہ, جلد کی درمیانی سیاہ رنگت, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھاتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, ہاتھ اٹھانا
🙋🏿‍♀	اشارہ, جلد کی سیاہ رنگت, عورت, ہاتھ اٹھاتی ہوئی عورت, ہاتھ اٹھاتی ہوئی عورت: جلد کی سیاہ رنگت, ہاتھ اٹھانا
🧏	بہرہ پن, دسترس, سماعت, سماعت سے محروم شخص, کان
🧏🏻	بہرہ پن, جلد کی ہلکی رنگت, دسترس, سماعت, سماعت سے محروم شخص, سماعت سے محروم شخص: جلد کی ہلکی رنگت, کان
🧏🏼	بہرہ پن, جلد کی درمیانی -ہلکی رنگت, دسترس, سماعت, سماعت سے محروم شخص, سماعت سے محروم شخص: جلد کی درمیانی -ہلکی رنگت, کان
🧏🏽	بہرہ پن, جلد کی درمیانی رنگت, دسترس, سماعت, سماعت سے محروم شخص, سماعت سے محروم شخص: جلد کی درمیانی رنگت, کان
🧏🏾	بہرہ پن, جلد کی درمیانی سیاہ رنگت, دسترس, سماعت, سماعت سے محروم شخص, سماعت سے محروم شخص: جلد کی درمیانی سیاہ رنگت, کان
🧏🏿	بہرہ پن, جلد کی سیاہ رنگت, دسترس, سماعت, سماعت سے محروم شخص, سماعت سے محروم شخص: جلد کی سیاہ رنگت, کان
🧏‍♂	بہرہ, سماعت سے محروم مرد, مرد
🧏🏻‍♂	بہرہ, جلد کی ہلکی رنگت, سماعت سے محروم مرد, سماعت سے محروم مرد: جلد کی ہلکی رنگت, مرد
🧏🏼‍♂	بہرہ, جلد کی درمیانی -ہلکی رنگت, سماعت سے محروم مرد, سماعت سے محروم مرد: جلد کی درمیانی -ہلکی رنگت, مرد
🧏🏽‍♂	بہرہ, جلد کی درمیانی رنگت, سماعت سے محروم مرد, سماعت سے محروم مرد: جلد کی درمیانی رنگت, مرد
🧏🏾‍♂	بہرہ, جلد کی درمیانی سیاہ رنگت, سماعت سے محروم مرد, سماعت سے محروم مرد: جلد کی درمیانی سیاہ رنگت, مرد
🧏🏿‍♂	بہرہ, جلد کی سیاہ رنگت, سماعت سے محروم مرد, سماعت سے محروم مرد: جلد کی سیاہ رنگت, مرد
🧏‍♀	بہری, بہری عورت, عورت
🧏🏻‍♀	بہری, بہری عورت: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, عورت
🧏🏼‍♀	بہری, بہری عورت: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, عورت
🧏🏽‍♀	بہری, بہری عورت: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, عورت
🧏🏾‍♀	بہری, بہری عورت: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, عورت
🧏🏿‍♀	بہری, بہری عورت: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, عورت
🙇	اشارہ, جھکنا, جھکے ہوئے شخص, معافی
🙇🏻	اشارہ, جلد کی ہلکی رنگت, جھکنا, جھکے ہوئے شخص, جھکے ہوئے شخص: جلد کی ہلکی رنگت, معافی
🙇🏼	اشارہ, جلد کی درمیانی -ہلکی رنگت, جھکنا, جھکے ہوئے شخص, جھکے ہوئے شخص: جلد کی درمیانی -ہلکی رنگت, معافی
🙇🏽	اشارہ, جلد کی درمیانی رنگت, جھکنا, جھکے ہوئے شخص, جھکے ہوئے شخص: جلد کی درمیانی رنگت, معافی
🙇🏾	اشارہ, جلد کی درمیانی سیاہ رنگت, جھکنا, جھکے ہوئے شخص, جھکے ہوئے شخص: جلد کی درمیانی سیاہ رنگت, معافی
🙇🏿	اشارہ, جلد کی سیاہ رنگت, جھکنا, جھکے ہوئے شخص, جھکے ہوئے شخص: جلد کی سیاہ رنگت, معافی
🙇‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, مرد, معافی, معذرت
🙇🏻‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, بہت زیادہ جھکا ہوا مرد: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, مرد, معافی, معذرت
🙇🏼‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, بہت زیادہ جھکا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, مرد, معافی, معذرت
🙇🏽‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, بہت زیادہ جھکا ہوا مرد: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, مرد, معافی, معذرت
🙇🏾‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, بہت زیادہ جھکا ہوا مرد: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, مرد, معافی, معذرت
🙇🏿‍♂	افسوس, بہت زیادہ جھکا ہوا مرد, بہت زیادہ جھکا ہوا مرد: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, مرد, معافی, معذرت
🙇‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, عورت, معافی, معذرت
🙇🏻‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, بہت زیادہ جھکی ہوئی عورت: جلد کی ہلکی رنگت, جلد کی ہلکی رنگت, عورت, معافی, معذرت
🙇🏼‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, بہت زیادہ جھکی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, جلد کی درمیانی -ہلکی رنگت, عورت, معافی, معذرت
🙇🏽‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, بہت زیادہ جھکی ہوئی عورت: جلد کی درمیانی رنگت, جلد کی درمیانی رنگت, عورت, معافی, معذرت
🙇🏾‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, بہت زیادہ جھکی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, جلد کی درمیانی سیاہ رنگت, عورت, معافی, معذرت
🙇🏿‍♀	افسوس, بہت زیادہ جھکی ہوئی عورت, بہت زیادہ جھکی ہوئی عورت: جلد کی سیاہ رنگت, جلد کی سیاہ رنگت, عورت, معافی, معذرت
🤦	بے یقینی, غصہ, پیشانی, پیشانی پر ہاتھ, چہرہ, ہاتھ
🤦🏻	بے یقینی, جلد کی ہلکی رنگت, غصہ, پیشانی, پیشانی پر ہاتھ, پیشانی پر ہاتھ: جلد کی ہلکی رنگت, چہرہ, ہاتھ
🤦🏼	بے یقینی, جلد کی درمیانی -ہلکی رنگت, غصہ, پیشانی, پیشانی پر ہاتھ, پیشانی پر ہاتھ: جلد کی درمیانی -ہلکی رنگت, چہرہ, ہاتھ
🤦🏽	بے یقینی, جلد کی درمیانی رنگت, غصہ, پیشانی, پیشانی پر ہاتھ, پیشانی پر ہاتھ: جلد کی درمیانی رنگت, چہرہ, ہاتھ
🤦🏾	بے یقینی, جلد کی درمیانی سیاہ رنگت, غصہ, پیشانی, پیشانی پر ہاتھ, پیشانی پر ہاتھ: جلد کی درمیانی سیاہ رنگت, چہرہ, ہاتھ
🤦🏿	بے یقینی, جلد کی سیاہ رنگت, غصہ, پیشانی, پیشانی پر ہاتھ, پیشانی پر ہاتھ: جلد کی سیاہ رنگت, چہرہ, ہاتھ
🤦‍♂	بے یقینی, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, مرد, پیشانی
🤦🏻‍♂	بے یقینی, جلد کی ہلکی رنگت, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, شرمندگی ظاہر کرتا ہوا مرد: جلد کی ہلکی رنگت, مرد, پیشانی
🤦🏼‍♂	بے یقینی, جلد کی درمیانی -ہلکی رنگت, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, شرمندگی ظاہر کرتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, مرد, پیشانی
🤦🏽‍♂	بے یقینی, جلد کی درمیانی رنگت, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, شرمندگی ظاہر کرتا ہوا مرد: جلد کی درمیانی رنگت, مرد, پیشانی
🤦🏾‍♂	بے یقینی, جلد کی درمیانی سیاہ رنگت, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, شرمندگی ظاہر کرتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, مرد, پیشانی
🤦🏿‍♂	بے یقینی, جلد کی سیاہ رنگت, شرمندگی, شرمندگی ظاہر کرتا ہوا مرد, شرمندگی ظاہر کرتا ہوا مرد: جلد کی سیاہ رنگت, مرد, پیشانی
🤦‍♀	بے یقینی, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, عورت, پیشانی
🤦🏻‍♀	بے یقینی, جلد کی ہلکی رنگت, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, شرمندگی ظاہر کرتی ہوئی عورت: جلد کی ہلکی رنگت, عورت, پیشانی
🤦🏼‍♀	بے یقینی, جلد کی درمیانی -ہلکی رنگت, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, شرمندگی ظاہر کرتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, عورت, پیشانی
🤦🏽‍♀	بے یقینی, جلد کی درمیانی رنگت, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, شرمندگی ظاہر کرتی ہوئی عورت: جلد کی درمیانی رنگت, عورت, پیشانی
🤦🏾‍♀	بے یقینی, جلد کی درمیانی سیاہ رنگت, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, شرمندگی ظاہر کرتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, عورت, پیشانی
🤦🏿‍♀	بے یقینی, جلد کی سیاہ رنگت, شرمندگی, شرمندگی ظاہر کرتی ہوئی عورت, شرمندگی ظاہر کرتی ہوئی عورت: جلد کی سیاہ رنگت, عورت, پیشانی
🤷	بے پرواہی, لا علمی, کندھے اچکانا
🤷🏻	بے پرواہی, جلد کی ہلکی رنگت, لا علمی, کندھے اچکانا, کندھے اچکانا: جلد کی ہلکی رنگت
🤷🏼	بے پرواہی, جلد کی درمیانی -ہلکی رنگت, لا علمی, کندھے اچکانا, کندھے اچکانا: جلد کی درمیانی -ہلکی رنگت
🤷🏽	بے پرواہی, جلد کی درمیانی رنگت, لا علمی, کندھے اچکانا, کندھے اچکانا: جلد کی درمیانی رنگت
🤷🏾	بے پرواہی, جلد کی درمیانی سیاہ رنگت, لا علمی, کندھے اچکانا, کندھے اچکانا: جلد کی درمیانی سیاہ رنگت
🤷🏿	بے پرواہی, جلد کی سیاہ رنگت, لا علمی, کندھے اچکانا, کندھے اچکانا: جلد کی سیاہ رنگت
🤷‍♂	بے پرواہی, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکانا
🤷🏻‍♂	بے پرواہی, جلد کی ہلکی رنگت, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکاتا ہوا مرد: جلد کی ہلکی رنگت, کندھے اچکانا
🤷🏼‍♂	بے پرواہی, جلد کی درمیانی -ہلکی رنگت, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکاتا ہوا مرد: جلد کی درمیانی -ہلکی رنگت, کندھے اچکانا
🤷🏽‍♂	بے پرواہی, جلد کی درمیانی رنگت, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکاتا ہوا مرد: جلد کی درمیانی رنگت, کندھے اچکانا
🤷🏾‍♂	بے پرواہی, جلد کی درمیانی سیاہ رنگت, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکاتا ہوا مرد: جلد کی درمیانی سیاہ رنگت, کندھے اچکانا
🤷🏿‍♂	بے پرواہی, جلد کی سیاہ رنگت, شک, لا علمی, کندھے اچکاتا ہوا مرد, کندھے اچکاتا ہوا مرد: جلد کی سیاہ رنگت, کندھے اچکانا
🤷‍♀	بے پرواہی, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکانا
🤷🏻‍♀	بے پرواہی, جلد کی ہلکی رنگت, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکاتی ہوئی عورت: جلد کی ہلکی رنگت, کندھے اچکانا
🤷🏼‍♀	بے پرواہی, جلد کی درمیانی -ہلکی رنگت, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکاتی ہوئی عورت: جلد کی درمیانی -ہلکی رنگت, کندھے اچکانا
🤷🏽‍♀	بے پرواہی, جلد کی درمیانی رنگت, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکاتی ہوئی عورت: جلد کی درمیانی رنگت, کندھے اچکانا
🤷🏾‍♀	بے پرواہی, جلد کی درمیانی سیاہ رنگت, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکاتی ہوئی عورت: جلد کی درمیانی سیاہ رنگت, کندھے اچکانا
🤷🏿‍♀	بے پرواہی, جلد کی سیاہ رنگت, شک, لا علمی, کندھے اچکاتی ہوئی عورت, کندھے اچکاتی ہوئی عورت: جلد کی سیاہ رنگت, کندھے اچکانا
👨‍⚕	صحت, مرد, مرد ہیلتھ ورکر, ڈاکٹر, کارکن
👨🏻‍⚕	جلد کی ہلکی رنگت, صحت, مرد, مرد ہیلتھ ورکر, مرد ہیلتھ ورکر: جلد کی ہلکی رنگت, ڈاکٹر, کارکن
👨🏼‍⚕	جلد کی درمیانی -ہلکی رنگت, صحت, مرد, مرد ہیلتھ ورکر, مرد ہیلتھ ورکر: جلد کی درمیانی -ہلکی رنگت, ڈاکٹر, کارکن
👨🏽‍⚕	جلد کی درمیانی رنگت, صحت, مرد, مرد ہیلتھ ورکر, مرد ہیلتھ ورکر: جلد کی درمیانی رنگت, ڈاکٹر, کارکن
👨🏾‍⚕	جلد کی درمیانی سیاہ رنگت, صحت, مرد, مرد ہیلتھ ورکر, مرد ہیلتھ ورکر: جلد کی درمیانی سیاہ رنگت, ڈاکٹر, کارکن
👨🏿‍⚕	جلد کی سیاہ رنگت, صحت, مرد, مرد ہیلتھ ورکر, مرد ہیلتھ ورکر: جلد کی سیاہ رنگت, ڈاکٹر, کارکن
👩‍⚕	صحت, عورت, عورت ہیلتھ ورکر, ڈاکٹر, کارکن
👩🏻‍⚕	جلد کی ہلکی رنگت, صحت, عورت, عورت ہیلتھ ورکر, عورت ہیلتھ ورکر: جلد کی ہلکی رنگت, ڈاکٹر, کارکن
👩🏼‍⚕	جلد کی درمیانی -ہلکی رنگت, صحت, عورت, عورت ہیلتھ ورکر, عورت ہیلتھ ورکر: جلد کی درمیانی -ہلکی رنگت, ڈاکٹر, کارکن
👩🏽‍⚕	جلد کی درمیانی رنگت, صحت, عورت, عورت ہیلتھ ورکر, عورت ہیلتھ ورکر: جلد کی درمیانی رنگت, ڈاکٹر, کارکن
👩🏾‍⚕	جلد کی درمیانی سیاہ رنگت, صحت, عورت, عورت ہیلتھ ورکر, عورت ہیلتھ ورکر: جلد کی درمیانی سیاہ رنگت, ڈاکٹر, کارکن
👩🏿‍⚕	جلد کی سیاہ رنگت, صحت, عورت, عورت ہیلتھ ورکر, عورت ہیلتھ ورکر: جلد کی سیاہ رنگت, ڈاکٹر, کارکن
👨‍🎓	اسکول, طالب علم, مرد, مرد طالب علم, گریجوئیشن
👨🏻‍🎓	اسکول, جلد کی ہلکی رنگت, طالب علم, مرد, مرد طالب علم, مرد طالب علم: جلد کی ہلکی رنگت, گریجوئیشن
👨🏼‍🎓	اسکول, جلد کی درمیانی -ہلکی رنگت, طالب علم, مرد, مرد طالب علم, مرد طالب علم: جلد کی درمیانی -ہلکی رنگت, گریجوئیشن
👨🏽‍🎓	اسکول, جلد کی درمیانی رنگت, طالب علم, مرد, مرد طالب علم, مرد طالب علم: جلد کی درمیانی رنگت, گریجوئیشن
👨🏾‍🎓	اسکول, جلد کی درمیانی سیاہ رنگت, طالب علم, مرد, مرد طالب علم, مرد طالب علم: جلد کی درمیانی سیاہ رنگت, گریجوئیشن
👨🏿‍🎓	اسکول, جلد کی سیاہ رنگت, طالب علم, مرد, مرد طالب علم, مرد طالب علم: جلد کی سیاہ رنگت, گریجوئیشن
👩‍🎓	اسکول, طالب علم, عورت, عورت طالب علم, گریجوئیشن
👩🏻‍🎓	اسکول, جلد کی ہلکی رنگت, طالب علم, عورت, عورت طالب علم, عورت طالب علم: جلد کی ہلکی رنگت, گریجوئیشن
👩🏼‍🎓	اسکول, جلد کی درمیانی -ہلکی رنگت, طالب علم, عورت, عورت طالب علم, عورت طالب علم: جلد کی درمیانی -ہلکی رنگت, گریجوئیشن
👩🏽‍🎓	اسکول, جلد کی درمیانی رنگت, طالب علم, عورت, عورت طالب علم, عورت طالب علم: جلد کی درمیانی رنگت, گریجوئیشن
👩🏾‍🎓	اسکول, جلد کی درمیانی سیاہ رنگت, طالب علم, عورت, عورت طالب علم, عورت طالب علم: جلد کی درمیانی سیاہ رنگت, گریجوئیشن
👩🏿‍🎓	اسکول, جلد کی سیاہ رنگت, طالب علم, عورت, عورت طالب علم, عورت طالب علم: جلد کی سیاہ رنگت, گریجوئیشن
👨‍🏫	استاد, اسکول, پروفیسر
👨🏻‍🏫	استاد, استاد: جلد کی ہلکی رنگت, اسکول, جلد کی ہلکی رنگت, پروفیسر
👨🏼‍🏫	استاد, استاد: جلد کی درمیانی -ہلکی رنگت, اسکول, جلد کی درمیانی -ہلکی رنگت, پروفیسر
👨🏽‍🏫	استاد, استاد: جلد کی درمیانی رنگت, اسکول, جلد کی درمیانی رنگت, پروفیسر
👨🏾‍🏫	استاد, استاد: جلد کی درمیانی سیاہ رنگت, اسکول, جلد کی درمیانی سیاہ رنگت, پروفیسر
👨🏿‍🏫	استاد, استاد: جلد کی سیاہ رنگت, اسکول, جلد کی سیاہ رنگت, پروفیسر
👩‍🏫	استانی, اسکول, پروفیسر
👩🏻‍🏫	استانی, استانی: جلد کی ہلکی رنگت, اسکول, جلد کی ہلکی رنگت, پروفیسر
👩🏼‍🏫	استانی, استانی: جلد کی درمیانی -ہلکی رنگت, اسکول, جلد کی درمیانی -ہلکی رنگت, پروفیسر
👩🏽‍🏫	استانی, استانی: جلد کی درمیانی رنگت, اسکول, جلد کی درمیانی رنگت, پروفیسر
👩🏾‍🏫	استانی, استانی: جلد کی درمیانی سیاہ رنگت, اسکول, جلد کی درمیانی سیاہ رنگت, پروفیسر
👩🏿‍🏫	استانی, استانی: جلد کی سیاہ رنگت, اسکول, جلد کی سیاہ رنگت, پروفیسر
👨‍⚖	انصاف, عدالت, مرد, مرد جج, کورٹ
👨🏻‍⚖	انصاف, جلد کی ہلکی رنگت, عدالت, مرد, مرد جج, مرد جج: جلد کی ہلکی رنگت, کورٹ
👨🏼‍⚖	انصاف, جلد کی درمیانی -ہلکی رنگت, عدالت, مرد, مرد جج, مرد جج: جلد کی درمیانی -ہلکی رنگت, کورٹ
👨🏽‍⚖	انصاف, جلد کی درمیانی رنگت, عدالت, مرد, مرد جج, مرد جج: جلد کی درمیانی رنگت, کورٹ
👨🏾‍⚖	انصاف, جلد کی درمیانی سیاہ رنگت, عدالت, مرد, مرد جج, مرد جج: جلد کی درمیانی سیاہ رنگت, کورٹ
👨🏿‍⚖	انصاف, جلد کی سیاہ رنگت, عدالت, مرد, مرد جج, مرد جج: جلد کی سیاہ رنگت, کورٹ
👩‍⚖	انصاف, عدالت, عورت, عورت جج, کورٹ
👩🏻‍⚖	انصاف, جلد کی ہلکی رنگت, عدالت, عورت, عورت جج, عورت جج: جلد کی ہلکی رنگت, کورٹ
👩🏼‍⚖	انصاف, جلد کی درمیانی -ہلکی رنگت, عدالت, عورت, عورت جج, عورت جج: جلد کی درمیانی -ہلکی رنگت, کورٹ
👩🏽‍⚖	انصاف, جلد کی درمیانی رنگت, عدالت, عورت, عورت جج, عورت جج: جلد کی درمیانی رنگت, کورٹ
👩🏾‍⚖	انصاف, جلد کی درمیانی سیاہ رنگت, عدالت, عورت, عورت جج, عورت جج: جلد کی درمیانی سیاہ رنگت, کورٹ
👩🏿‍⚖	انصاف, جلد کی سیاہ رنگت, عدالت, عورت, عورت جج, عورت جج: جلد کی سیاہ رنگت, کورٹ
👨‍🌾	باغبان, مرد, مرد کاشت کار, کاشت کار, کسان
👨🏻‍🌾	باغبان, جلد کی ہلکی رنگت, مرد, مرد کاشت کار, مرد کاشت کار: جلد کی ہلکی رنگت, کاشت کار, کسان
👨🏼‍🌾	باغبان, جلد کی درمیانی -ہلکی رنگت, مرد, مرد کاشت کار, مرد کاشت کار: جلد کی درمیانی -ہلکی رنگت, کاشت کار, کسان
👨🏽‍🌾	باغبان, جلد کی درمیانی رنگت, مرد, مرد کاشت کار, مرد کاشت کار: جلد کی درمیانی رنگت, کاشت کار, کسان
👨🏾‍🌾	باغبان, جلد کی درمیانی سیاہ رنگت, مرد, مرد کاشت کار, مرد کاشت کار: جلد کی درمیانی سیاہ رنگت, کاشت کار, کسان
👨🏿‍🌾	باغبان, جلد کی سیاہ رنگت, مرد, مرد کاشت کار, مرد کاشت کار: جلد کی سیاہ رنگت, کاشت کار, کسان
👩‍🌾	باغبان, عورت, عورت کاشت کار, کاشت کار, کسان
