😀	gáire, meangadh, straoiseog ghealgháireach
💁🏾	deasc faisnéise, duine lena lámh amach, duine lena lámh amach: ton cnis meándorcha, faisnéis, ton cnis meándorcha
💁🏿	deasc faisnéise, duine lena lámh amach, duine lena lámh amach: ton cnis dorcha, faisnéis, ton cnis dorcha
💁‍♂	fear, fear le lámh amach, fear lena lámh amach, fearann, lámh amach, sotalach
💁🏻‍♂	fear, fear le lámh amach, fear lena lámh amach, fear lena lámh amach: ton cnis geal, fearann, lámh amach, sotalach, ton cnis geal
💁🏼‍♂	fear, fear le lámh amach, fear lena lámh amach, fear lena lámh amach: ton cnis mheánach-gheal, fearann, lámh amach, sotalach, ton cnis mheánach-gheal
💁🏽‍♂	fear, fear le lámh amach, fear lena lámh amach, fear lena lámh amach: ton cnis meánach, fearann, lámh amach, sotalach, ton cnis meánach
💁🏾‍♂	fear, fear le lámh amach, fear lena lámh amach, fear lena lámh amach: ton cnis meándorcha, fearann, lámh amach, sotalach, ton cnis meándorcha
💁🏿‍♂	fear, fear le lámh amach, fear lena lámh amach, fear lena lámh amach: ton cnis dorcha, fearann, lámh amach, sotalach, ton cnis dorcha
💁‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, lámh amach, sotalach
💁🏻‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, bean lena lámh amach: ton cnis geal, lámh amach, sotalach, ton cnis geal
💁🏼‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, bean lena lámh amach: ton cnis mheánach-gheal, lámh amach, sotalach, ton cnis mheánach-gheal
💁🏽‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, bean lena lámh amach: ton cnis meánach, lámh amach, sotalach, ton cnis meánach
💁🏾‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, bean lena lámh amach: ton cnis meándorcha, lámh amach, sotalach, ton cnis meándorcha
💁🏿‍♀	baineann, bean, bean le lámh amach, bean lena lámh amach, bean lena lámh amach: ton cnis dorcha, lámh amach, sotalach, ton cnis dorcha
🙋	duine, duine ag ardú láimhe, duine lena lámh suas, gotha, lámh á hardú, sona
🙋🏻	duine, duine ag ardú láimhe, duine lena lámh suas, duine lena lámh suas: ton cnis geal, gotha, lámh á hardú, sona, ton cnis geal
🙋🏼	duine, duine ag ardú láimhe, duine lena lámh suas, duine lena lámh suas: ton cnis mheánach-gheal, gotha, lámh á hardú, sona, ton cnis mheánach-gheal
🙋🏽	duine, duine ag ardú láimhe, duine lena lámh suas, duine lena lámh suas: ton cnis meánach, gotha, lámh á hardú, sona, ton cnis meánach
🙋🏾	duine, duine ag ardú láimhe, duine lena lámh suas, duine lena lámh suas: ton cnis meándorcha, gotha, lámh á hardú, sona, ton cnis meándorcha
🙋🏿	duine, duine ag ardú láimhe, duine lena lámh suas, duine lena lámh suas: ton cnis dorcha, gotha, lámh á hardú, sona, ton cnis dorcha
🙋‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fearann, lámha suas
🙋🏻‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fear lena lámh suas: ton cnis geal, fearann, lámha suas, ton cnis geal
🙋🏼‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fear lena lámh suas: ton cnis mheánach-gheal, fearann, lámha suas, ton cnis mheánach-gheal
🙋🏽‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fear lena lámh suas: ton cnis meánach, fearann, lámha suas, ton cnis meánach
🙋🏾‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fear lena lámh suas: ton cnis meándorcha, fearann, lámha suas, ton cnis meándorcha
🙋🏿‍♂	cor, fear, fear le lámha suas, fear lena lámh suas, fear lena lámh suas: ton cnis dorcha, fearann, lámha suas, ton cnis dorcha
🙋‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, cor, lámha suas
🙋🏻‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, bean lena lámh suas: ton cnis geal, cor, lámha suas, ton cnis geal
🙋🏼‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, bean lena lámh suas: ton cnis mheánach-gheal, cor, lámha suas, ton cnis mheánach-gheal
🙋🏽‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, bean lena lámh suas: ton cnis meánach, cor, lámha suas, ton cnis meánach
🙋🏾‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, bean lena lámh suas: ton cnis meándorcha, cor, lámha suas, ton cnis meándorcha
🙋🏿‍♀	baineann, bean, bean le lámha suas, bean lena lámh suas, bean lena lámh suas: ton cnis dorcha, cor, lámha suas, ton cnis dorcha
🧏	bodhar, cluas, duine dall, inrochtaineacht, éist
🧏🏻	bodhar, cluas, duine dall, duine dall: ton cnis geal, inrochtaineacht, ton cnis geal, éist
🧏🏼	bodhar, cluas, duine dall, duine dall: ton cnis mheánach-gheal, inrochtaineacht, ton cnis mheánach-gheal, éist
🧏🏽	bodhar, cluas, duine dall, duine dall: ton cnis meánach, inrochtaineacht, ton cnis meánach, éist
🧏🏾	bodhar, cluas, duine dall, duine dall: ton cnis meándorcha, inrochtaineacht, ton cnis meándorcha, éist
🧏🏿	bodhar, cluas, duine dall, duine dall: ton cnis dorcha, inrochtaineacht, ton cnis dorcha, éist
🧏‍♂	bodhar, fear, fear bodhar
🧏🏻‍♂	bodhar, fear, fear bodhar: ton cnis geal, ton cnis geal
🧏🏼‍♂	bodhar, fear, fear bodhar: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧏🏽‍♂	bodhar, fear, fear bodhar: ton cnis meánach, ton cnis meánach
🧏🏾‍♂	bodhar, fear, fear bodhar: ton cnis meándorcha, ton cnis meándorcha
🧏🏿‍♂	bodhar, fear, fear bodhar: ton cnis dorcha, ton cnis dorcha
🧏‍♀	bean, bean bhodhar, bodhar
🧏🏻‍♀	bean, bean bhodhar, bean bhodhar: ton cnis geal, bodhar, ton cnis geal
🧏🏼‍♀	bean, bean bhodhar, bean bhodhar: ton cnis mheánach-gheal, bodhar, ton cnis mheánach-gheal
🧏🏽‍♀	bean, bean bhodhar, bean bhodhar: ton cnis meánach, bodhar, ton cnis meánach
🧏🏾‍♀	bean, bean bhodhar, bean bhodhar: ton cnis meándorcha, bodhar, ton cnis meándorcha
🧏🏿‍♀	bean, bean bhodhar, bean bhodhar: ton cnis dorcha, bodhar, ton cnis dorcha
🙇	aiféala, brón, duine ag umhlú, gabh mo leithscéal, tá brón orm
🙇🏻	aiféala, brón, duine ag umhlú, duine ag umhlú: ton cnis geal, gabh mo leithscéal, ton cnis geal, tá brón orm
🙇🏼	aiféala, brón, duine ag umhlú, duine ag umhlú: ton cnis mheánach-gheal, gabh mo leithscéal, ton cnis mheánach-gheal, tá brón orm
🙇🏽	aiféala, brón, duine ag umhlú, duine ag umhlú: ton cnis meánach, gabh mo leithscéal, ton cnis meánach, tá brón orm
🙇🏾	aiféala, brón, duine ag umhlú, duine ag umhlú: ton cnis meándorcha, gabh mo leithscéal, ton cnis meándorcha, tá brón orm
🙇🏿	aiféala, brón, duine ag umhlú, duine ag umhlú: ton cnis dorcha, gabh mo leithscéal, ton cnis dorcha, tá brón orm
🙇‍♂	fear, fear ag umhlú, gar, leithscéal, tá brón air, umhlaigh
🙇🏻‍♂	fear, fear ag umhlú, fear ag umhlú: ton cnis geal, gar, leithscéal, ton cnis geal, tá brón air, umhlaigh
🙇🏼‍♂	fear, fear ag umhlú, fear ag umhlú: ton cnis mheánach-gheal, gar, leithscéal, ton cnis mheánach-gheal, tá brón air, umhlaigh
🙇🏽‍♂	fear, fear ag umhlú, fear ag umhlú: ton cnis meánach, gar, leithscéal, ton cnis meánach, tá brón air, umhlaigh
🙇🏾‍♂	fear, fear ag umhlú, fear ag umhlú: ton cnis meándorcha, gar, leithscéal, ton cnis meándorcha, tá brón air, umhlaigh
🙇🏿‍♂	fear, fear ag umhlú, fear ag umhlú: ton cnis dorcha, gar, leithscéal, ton cnis dorcha, tá brón air, umhlaigh
🙇‍♀	bean, bean ag umhlú, comhartha, leithscéal, tá brón uirthi, umhlaigh
🙇🏻‍♀	bean, bean ag umhlú, bean ag umhlú: ton cnis geal, comhartha, leithscéal, ton cnis geal, tá brón uirthi, umhlaigh
🙇🏼‍♀	bean, bean ag umhlú, bean ag umhlú: ton cnis mheánach-gheal, comhartha, leithscéal, ton cnis mheánach-gheal, tá brón uirthi, umhlaigh
🙇🏽‍♀	bean, bean ag umhlú, bean ag umhlú: ton cnis meánach, comhartha, leithscéal, ton cnis meánach, tá brón uirthi, umhlaigh
🙇🏾‍♀	bean, bean ag umhlú, bean ag umhlú: ton cnis meándorcha, comhartha, leithscéal, ton cnis meándorcha, tá brón uirthi, umhlaigh
🙇🏿‍♀	bean, bean ag umhlú, bean ag umhlú: ton cnis dorcha, comhartha, leithscéal, ton cnis dorcha, tá brón uirthi, umhlaigh
🤦	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, lámh, ní chreidim
🤦🏻	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, duine lena aghaidh ina bhos: ton cnis geal, lámh, ní chreidim, ton cnis geal
🤦🏼	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, duine lena aghaidh ina bhos: ton cnis mheánach-gheal, lámh, ní chreidim, ton cnis mheánach-gheal
🤦🏽	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, duine lena aghaidh ina bhos: ton cnis meánach, lámh, ní chreidim, ton cnis meánach
🤦🏾	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, duine lena aghaidh ina bhos: ton cnis meándorcha, lámh, ní chreidim, ton cnis meándorcha
🤦🏿	aghaidh, ar mire, bos, ciaptha, duine lena aghaidh ina bhos, duine lena aghaidh ina bhos: ton cnis dorcha, lámh, ní chreidim, ton cnis dorcha
🤦‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fearann, mearú
🤦🏻‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fear lena aghaidh ina bhos: ton cnis geal, fearann, mearú, ton cnis geal
🤦🏼‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fear lena aghaidh ina bhos: ton cnis mheánach-gheal, fearann, mearú, ton cnis mheánach-gheal
🤦🏽‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fear lena aghaidh ina bhos: ton cnis meánach, fearann, mearú, ton cnis meánach
🤦🏾‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fear lena aghaidh ina bhos: ton cnis meándorcha, fearann, mearú, ton cnis meándorcha
🤦🏿‍♂	aghaidh i mbos, díchreideamh, fear, fear lena aghaidh i mbos, fear lena aghaidh ina bhos, fear lena aghaidh ina bhos: ton cnis dorcha, fearann, mearú, ton cnis dorcha
🤦‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, díchreideamh, mearú
🤦🏻‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, bean lena haghaidh ina bos: ton cnis geal, díchreideamh, mearú, ton cnis geal
🤦🏼‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, bean lena haghaidh ina bos: ton cnis mheánach-gheal, díchreideamh, mearú, ton cnis mheánach-gheal
🤦🏽‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, bean lena haghaidh ina bos: ton cnis meánach, díchreideamh, mearú, ton cnis meánach
🤦🏾‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, bean lena haghaidh ina bos: ton cnis meándorcha, díchreideamh, mearú, ton cnis meándorcha
🤦🏿‍♀	aghaidh i mbos, baineann, bean, bean lena haghaidh i mbos, bean lena haghaidh ina bos, bean lena haghaidh ina bos: ton cnis dorcha, díchreideamh, mearú, ton cnis dorcha
🤷	croith, croitheadh, duine ag croitheadh, guaillí, níl a fhios agam
🤷🏻	croith, croitheadh, duine ag croitheadh, duine ag croitheadh: ton cnis geal, guaillí, níl a fhios agam, ton cnis geal
🤷🏼	croith, croitheadh, duine ag croitheadh, duine ag croitheadh: ton cnis mheánach-gheal, guaillí, níl a fhios agam, ton cnis mheánach-gheal
🤷🏽	croith, croitheadh, duine ag croitheadh, duine ag croitheadh: ton cnis meánach, guaillí, níl a fhios agam, ton cnis meánach
🤷🏾	croith, croitheadh, duine ag croitheadh, duine ag croitheadh: ton cnis meándorcha, guaillí, níl a fhios agam, ton cnis meándorcha
🤷🏿	croith, croitheadh, duine ag croitheadh, duine ag croitheadh: ton cnis dorcha, guaillí, níl a fhios agam, ton cnis dorcha
🤷‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear atá ag croitheadh a ghuaillí, is cuma
🤷🏻‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear ag croitheadh: ton cnis geal, fear atá ag croitheadh a ghuaillí, is cuma, ton cnis geal
🤷🏼‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear ag croitheadh: ton cnis mheánach-gheal, fear atá ag croitheadh a ghuaillí, is cuma, ton cnis mheánach-gheal
🤷🏽‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear ag croitheadh: ton cnis meánach, fear atá ag croitheadh a ghuaillí, is cuma, ton cnis meánach
🤷🏾‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear ag croitheadh: ton cnis meándorcha, fear atá ag croitheadh a ghuaillí, is cuma, ton cnis meándorcha
🤷🏿‍♂	aineolas, amhras, croitheach guaillí, fear, fear ag croitheadh, fear ag croitheadh: ton cnis dorcha, fear atá ag croitheadh a ghuaillí, is cuma, ton cnis dorcha
🤷‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, croitheadh guaillí, is cuma
🤷🏻‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, bean ag croitheadh: ton cnis geal, croitheadh guaillí, is cuma, ton cnis geal
🤷🏼‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, bean ag croitheadh: ton cnis mheánach-gheal, croitheadh guaillí, is cuma, ton cnis mheánach-gheal
🤷🏽‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, bean ag croitheadh: ton cnis meánach, croitheadh guaillí, is cuma, ton cnis meánach
🤷🏾‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, bean ag croitheadh: ton cnis meándorcha, croitheadh guaillí, is cuma, ton cnis meándorcha
🤷🏿‍♀	aiseolas, amhras, bean, bean ag coitheadh a guaillí, bean ag croitheadh, bean ag croitheadh: ton cnis dorcha, croitheadh guaillí, is cuma, ton cnis dorcha
🧑‍⚕	oibrí sláinte
🧑🏻‍⚕	oibrí sláinte, oibrí sláinte: ton cnis geal, ton cnis geal
🧑🏼‍⚕	oibrí sláinte, oibrí sláinte: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍⚕	oibrí sláinte, oibrí sláinte: ton cnis meánach, ton cnis meánach
🧑🏾‍⚕	oibrí sláinte, oibrí sláinte: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍⚕	oibrí sláinte, oibrí sláinte: ton cnis dorcha, ton cnis dorcha
👨‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, teiripeoir
👨🏻‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, oibrí sláinte fireann: ton cnis geal, teiripeoir, ton cnis geal
👨🏼‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, oibrí sláinte fireann: ton cnis mheánach-gheal, teiripeoir, ton cnis mheánach-gheal
👨🏽‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, oibrí sláinte fireann: ton cnis meánach, teiripeoir, ton cnis meánach
👨🏾‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, oibrí sláinte fireann: ton cnis meándorcha, teiripeoir, ton cnis meándorcha
👨🏿‍⚕	altra, cúram sláinte, dochtúir, fear, oibrí sláinte fireann, oibrí sláinte fireann: ton cnis dorcha, teiripeoir, ton cnis dorcha
👩‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, teiripeoir
👩🏻‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, oibrí sláinte baineann: ton cnis geal, teiripeoir, ton cnis geal
👩🏼‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, oibrí sláinte baineann: ton cnis mheánach-gheal, teiripeoir, ton cnis mheánach-gheal
👩🏽‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, oibrí sláinte baineann: ton cnis meánach, teiripeoir, ton cnis meánach
👩🏾‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, oibrí sláinte baineann: ton cnis meándorcha, teiripeoir, ton cnis meándorcha
👩🏿‍⚕	altra, bean, cúram sláinte, dochtúir, oibrí sláinte baineann, oibrí sláinte baineann: ton cnis dorcha, teiripeoir, ton cnis dorcha
🧑‍🎓	mac léinn
🧑🏻‍🎓	mac léinn, mac léinn: ton cnis geal, ton cnis geal
🧑🏼‍🎓	mac léinn, mac léinn: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🎓	mac léinn, mac léinn: ton cnis meánach, ton cnis meánach
🧑🏾‍🎓	mac léinn, mac léinn: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🎓	mac léinn, mac léinn: ton cnis dorcha, ton cnis dorcha
👨‍🎓	céimí, fear, mac léinn, scoláire fir
👨🏻‍🎓	céimí, fear, mac léinn, scoláire fir, scoláire fir: ton cnis geal, ton cnis geal
👨🏼‍🎓	céimí, fear, mac léinn, scoláire fir, scoláire fir: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👨🏽‍🎓	céimí, fear, mac léinn, scoláire fir, scoláire fir: ton cnis meánach, ton cnis meánach
👨🏾‍🎓	céimí, fear, mac léinn, scoláire fir, scoláire fir: ton cnis meándorcha, ton cnis meándorcha
👨🏿‍🎓	céimí, fear, mac léinn, scoláire fir, scoláire fir: ton cnis dorcha, ton cnis dorcha
👩‍🎓	bean, céimí, mac léinn, scoláire baineann
👩🏻‍🎓	bean, céimí, mac léinn, scoláire baineann, scoláire baineann: ton cnis geal, ton cnis geal
👩🏼‍🎓	bean, céimí, mac léinn, scoláire baineann, scoláire baineann: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👩🏽‍🎓	bean, céimí, mac léinn, scoláire baineann, scoláire baineann: ton cnis meánach, ton cnis meánach
👩🏾‍🎓	bean, céimí, mac léinn, scoláire baineann, scoláire baineann: ton cnis meándorcha, ton cnis meándorcha
👩🏿‍🎓	bean, céimí, mac léinn, scoláire baineann, scoláire baineann: ton cnis dorcha, ton cnis dorcha
🧑‍🏫	múinteoir
🧑🏻‍🏫	múinteoir, múinteoir: ton cnis geal, ton cnis geal
🧑🏼‍🏫	múinteoir, múinteoir: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🏫	múinteoir, múinteoir: ton cnis meánach, ton cnis meánach
🧑🏾‍🏫	múinteoir, múinteoir: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🏫	múinteoir, múinteoir: ton cnis dorcha, ton cnis dorcha
👨‍🏫	fear, múinteoir fireann, oide, ollamh, teagascóir
👨🏻‍🏫	fear, múinteoir fireann, múinteoir fireann: ton cnis geal, oide, ollamh, teagascóir, ton cnis geal
👨🏼‍🏫	fear, múinteoir fireann, múinteoir fireann: ton cnis mheánach-gheal, oide, ollamh, teagascóir, ton cnis mheánach-gheal
👨🏽‍🏫	fear, múinteoir fireann, múinteoir fireann: ton cnis meánach, oide, ollamh, teagascóir, ton cnis meánach
👨🏾‍🏫	fear, múinteoir fireann, múinteoir fireann: ton cnis meándorcha, oide, ollamh, teagascóir, ton cnis meándorcha
👨🏿‍🏫	fear, múinteoir fireann, múinteoir fireann: ton cnis dorcha, oide, ollamh, teagascóir, ton cnis dorcha
👩‍🏫	bean, múinteoir baineann, oide, ollamh, teagascóir
👩🏻‍🏫	bean, múinteoir baineann, múinteoir baineann: ton cnis geal, oide, ollamh, teagascóir, ton cnis geal
👩🏼‍🏫	bean, múinteoir baineann, múinteoir baineann: ton cnis mheánach-gheal, oide, ollamh, teagascóir, ton cnis mheánach-gheal
👩🏽‍🏫	bean, múinteoir baineann, múinteoir baineann: ton cnis meánach, oide, ollamh, teagascóir, ton cnis meánach
👩🏾‍🏫	bean, múinteoir baineann, múinteoir baineann: ton cnis meándorcha, oide, ollamh, teagascóir, ton cnis meándorcha
👩🏿‍🏫	bean, múinteoir baineann, múinteoir baineann: ton cnis dorcha, oide, ollamh, teagascóir, ton cnis dorcha
🧑‍⚖	breitheamh
🧑🏻‍⚖	breitheamh, breitheamh: ton cnis geal, ton cnis geal
🧑🏼‍⚖	breitheamh, breitheamh: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍⚖	breitheamh, breitheamh: ton cnis meánach, ton cnis meánach
🧑🏾‍⚖	breitheamh, breitheamh: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍⚖	breitheamh, breitheamh: ton cnis dorcha, ton cnis dorcha
👨‍⚖	breitheamh fireann, ceartas, fear, meá
👨🏻‍⚖	breitheamh fireann, breitheamh fireann: ton cnis geal, ceartas, fear, meá, ton cnis geal
👨🏼‍⚖	breitheamh fireann, breitheamh fireann: ton cnis mheánach-gheal, ceartas, fear, meá, ton cnis mheánach-gheal
👨🏽‍⚖	breitheamh fireann, breitheamh fireann: ton cnis meánach, ceartas, fear, meá, ton cnis meánach
👨🏾‍⚖	breitheamh fireann, breitheamh fireann: ton cnis meándorcha, ceartas, fear, meá, ton cnis meándorcha
👨🏿‍⚖	breitheamh fireann, breitheamh fireann: ton cnis dorcha, ceartas, fear, meá, ton cnis dorcha
👩‍⚖	bean, breitheamh, breitheamh baineann, meá
👩🏻‍⚖	bean, breitheamh, breitheamh baineann, breitheamh baineann: ton cnis geal, meá, ton cnis geal
👩🏼‍⚖	bean, breitheamh, breitheamh baineann, breitheamh baineann: ton cnis mheánach-gheal, meá, ton cnis mheánach-gheal
👩🏽‍⚖	bean, breitheamh, breitheamh baineann, breitheamh baineann: ton cnis meánach, meá, ton cnis meánach
👩🏾‍⚖	bean, breitheamh, breitheamh baineann, breitheamh baineann: ton cnis meándorcha, meá, ton cnis meándorcha
👩🏿‍⚖	bean, breitheamh, breitheamh baineann, breitheamh baineann: ton cnis dorcha, meá, ton cnis dorcha
🧑‍🌾	feirmeoir
🧑🏻‍🌾	feirmeoir, feirmeoir: ton cnis geal, ton cnis geal
🧑🏼‍🌾	feirmeoir, feirmeoir: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🌾	feirmeoir, feirmeoir: ton cnis meánach, ton cnis meánach
🧑🏾‍🌾	feirmeoir, feirmeoir: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🌾	feirmeoir, feirmeoir: ton cnis dorcha, ton cnis dorcha
👨‍🌾	fear, feirmeoir, feirmeoir fireann, garraíodóir, rainseoir
👨🏻‍🌾	fear, feirmeoir, feirmeoir fireann, feirmeoir fireann: ton cnis geal, garraíodóir, rainseoir, ton cnis geal
👨🏼‍🌾	fear, feirmeoir, feirmeoir fireann, feirmeoir fireann: ton cnis mheánach-gheal, garraíodóir, rainseoir, ton cnis mheánach-gheal
👨🏽‍🌾	fear, feirmeoir, feirmeoir fireann, feirmeoir fireann: ton cnis meánach, garraíodóir, rainseoir, ton cnis meánach
👨🏾‍🌾	fear, feirmeoir, feirmeoir fireann, feirmeoir fireann: ton cnis meándorcha, garraíodóir, rainseoir, ton cnis meándorcha
👨🏿‍🌾	fear, feirmeoir, feirmeoir fireann, feirmeoir fireann: ton cnis dorcha, garraíodóir, rainseoir, ton cnis dorcha
👩‍🌾	bean, feirmeoir, feirmeoir baineann, garraíodóir, rainseoir
👩🏻‍🌾	bean, feirmeoir, feirmeoir baineann, feirmeoir baineann: ton cnis geal, garraíodóir, rainseoir, ton cnis geal
👩🏼‍🌾	bean, feirmeoir, feirmeoir baineann, feirmeoir baineann: ton cnis mheánach-gheal, garraíodóir, rainseoir, ton cnis mheánach-gheal
👩🏽‍🌾	bean, feirmeoir, feirmeoir baineann, feirmeoir baineann: ton cnis meánach, garraíodóir, rainseoir, ton cnis meánach
👩🏾‍🌾	bean, feirmeoir, feirmeoir baineann, feirmeoir baineann: ton cnis meándorcha, garraíodóir, rainseoir, ton cnis meándorcha
👩🏿‍🌾	bean, feirmeoir, feirmeoir baineann, feirmeoir baineann: ton cnis dorcha, garraíodóir, rainseoir, ton cnis dorcha
🧑‍🍳	cócaire
🧑🏻‍🍳	cócaire, cócaire: ton cnis geal, ton cnis geal
🧑🏼‍🍳	cócaire, cócaire: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🍳	cócaire, cócaire: ton cnis meánach, ton cnis meánach
🧑🏾‍🍳	cócaire, cócaire: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🍳	cócaire, cócaire: ton cnis dorcha, ton cnis dorcha
👨‍🍳	chef, cócaire, cócaire fireann, fear
👨🏻‍🍳	chef, cócaire, cócaire fireann, cócaire fireann: ton cnis geal, fear, ton cnis geal
👨🏼‍🍳	chef, cócaire, cócaire fireann, cócaire fireann: ton cnis mheánach-gheal, fear, ton cnis mheánach-gheal
👨🏽‍🍳	chef, cócaire, cócaire fireann, cócaire fireann: ton cnis meánach, fear, ton cnis meánach
👨🏾‍🍳	chef, cócaire, cócaire fireann, cócaire fireann: ton cnis meándorcha, fear, ton cnis meándorcha
👨🏿‍🍳	chef, cócaire, cócaire fireann, cócaire fireann: ton cnis dorcha, fear, ton cnis dorcha
👩‍🍳	bean, chef, cócaire, cócaire baineann
👩🏻‍🍳	bean, chef, cócaire, cócaire baineann, cócaire baineann: ton cnis geal, ton cnis geal
👩🏼‍🍳	bean, chef, cócaire, cócaire baineann, cócaire baineann: ton cnis mheánach-gheal, ton cnis mheánach-gheal
👩🏽‍🍳	bean, chef, cócaire, cócaire baineann, cócaire baineann: ton cnis meánach, ton cnis meánach
👩🏾‍🍳	bean, chef, cócaire, cócaire baineann, cócaire baineann: ton cnis meándorcha, ton cnis meándorcha
👩🏿‍🍳	bean, chef, cócaire, cócaire baineann, cócaire baineann: ton cnis dorcha, ton cnis dorcha
🧑‍🔧	meicneoir
🧑🏻‍🔧	meicneoir, meicneoir: ton cnis geal, ton cnis geal
🧑🏼‍🔧	meicneoir, meicneoir: ton cnis mheánach-gheal, ton cnis mheánach-gheal
🧑🏽‍🔧	meicneoir, meicneoir: ton cnis meánach, ton cnis meánach
🧑🏾‍🔧	meicneoir, meicneoir: ton cnis meándorcha, ton cnis meándorcha
🧑🏿‍🔧	meicneoir, meicneoir: ton cnis dorcha, ton cnis dorcha
👨‍🔧	ceardaí, fear, leictreoir, meicneoir, meicneoir fireann, pluiméir
👨🏻‍🔧	ceardaí, fear, leictreoir, meicneoir, meicneoir fireann, meicneoir fireann: ton cnis geal, pluiméir, ton cnis geal
👨🏼‍🔧	ceardaí, fear, leictreoir, meicneoir, meicneoir fireann, meicneoir fireann: ton cnis mheánach-gheal, pluiméir, ton cnis mheánach-gheal
